Sample_ID,Site,site_season,Sample_Type,Sample_Date,Season,Wet_Dry_Season,Sample_Time,Temperature_C,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,pH,Turbidity_NTU,E_coli_MPN_100_mL,Log10_E_coli_MPN_100_ml,HF183MGB_GC_100_mL,Log_HF183MGB_GC_100_mL,E_Coli_GC_100_mL,Log_E_Coli_GC_100_mL,DG3_GC_100_mL,Log_DG3_GC_100_mL,Salmonella_Presence_Absence,Stx2_Presence_Absence,24_hr_Precipitation_in,48_hr_Precipitation_in,72_hr_Precipitation_in,Rain_Intensity_24_hr_prior_in_hr,Rain_Intensity_48_hr_prior_in_hr,Rain_Intensity_72_hr_prior_in_hr,Impervious_Percent,Forest_Percent,Grasslands_Percent
PC238,North Ave,North Ave_Dry,GrbW,7/26/2016,Summer,Dry,1046,24.6,413.6,7.23,7.55,2.17,"1,885",3.3,"25,152",4.4,"58,025",4.8,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,77.0,1.2,0.0
PC239,North Ave CSO,North Ave CSO_Dry,GrbW,7/26/2016,Summer,Dry,1055,23.3,600,1.17,7,1.59,871,2.9,ND,2.7,"7,334",3.9,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,93.7,0.3,0.0
PC241,Hortense,Hortense_Dry,GrbW,7/26/2016,Summer,Dry,1122,26.1,330.4,6.33,7.43,3.62,270,2.4,ND,2.7,"5,603",3.7,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,77.3,4.1,0.2
PC242,Kerry Circle,Kerry Circle_Dry,GrbW,7/26/2016,Summer,Dry,1155,26.8,309.1,5.81,7.4,3.45,"1,024",3.0,"2,329",3.4,"5,262",3.7,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,69.7,8.6,1.0
PC243,James Jackson,James Jackson_Dry,GrbW,7/26/2016,Summer,Dry,1230,27.24,261,8.74,8.00,2.03,120,2.1,ND,2.7,LOQ,2.7,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,60.1,13.1,1.0
PC244,Northwest,Northwest_Dry,GrbW,7/26/2016,Summer,Dry,1030,26.14,298,7.07,7.67,1.89,100,2.0,ND,2.7,"1,141",3.1,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,59.0,13.9,0.9
PC246,Northwest,Northwest_Dry,GrbW,8/9/2016,Summer,Dry,1059,26,163.1,6.63,7.49,23,755,2.9,ND,2.7,"1,430",3.2,ND,0.0,P,A,0.07,0.35,0.35,0.003,0.007,0.005,59.0,13.9,0.9
PC248,James Jackson,James Jackson_Dry,GrbW,8/9/2016,Summer,Dry,1128,25.9,182.8,6.66,7.55,23.6,"1,159",3.1,ND,2.7,"5,030",3.7,ND,0.0,P,A,0.07,0.35,0.35,0.003,0.007,0.005,60.1,13.1,1.0
PC249,Spring Street,Spring Street_Dry,GrbW,8/9/2016,Summer,Dry,1136,25.1,131.1,7.14,7.37,3.44,305,2.5,ND,2.7,LOQ,2.7,ND,0.0,P,A,0.07,0.35,0.35,0.003,0.007,0.005,41.8,21.9,0.7
PC250,Kerry Circle,Kerry Circle_Dry,GrbW,8/9/2016,Summer,Dry,1157,26,187.9,6.39,7.38,45,"4,411",3.6,"5,557",3.7,"33,964",4.5,ND,0.0,P,A,0.07,0.35,0.35,0.003,0.007,0.005,69.7,8.6,1.0
PC251,Hortense,Hortense_Dry,GrbW,8/9/2016,Summer,Dry,1216,25.5,177.7,6.68,7.4,19.2,"3,388",3.5,"39,955",4.6,"20,577",4.3,ND,0.0,P,A,0.07,0.35,0.35,0.003,0.007,0.005,77.3,4.1,0.2
PC252,Grove Park,Grove Park_Dry,GrbW,8/9/2016,Summer,Dry,1225,25.3,162.1,7.04,7.58,3.53,734,2.9,LOQ,2.7,"2,303",3.4,ND,0.0,P,P,0.07,0.35,0.35,0.003,0.007,0.005,48.8,11.2,0.0
PC253,North Ave,North Ave_Dry,GrbW,8/9/2016,Summer,Dry,1238,25.5,195.5,7.4,7.46,10.9,"8,357",3.9,"336,459",5.5,"57,518",4.8,"23,159",4.4,P,A,0.07,0.35,0.35,0.003,0.007,0.005,77.0,1.2,0.0
PC254,North Ave CSO,North Ave CSO_Dry,GrbW,8/9/2016,Summer,Dry,1246,24.9,161.4,6.07,7.26,14.4,"3,814",3.6,LOQ,2.7,"38,561",4.6,ND,0.0,P,P,0.07,0.35,0.35,0.003,0.007,0.005,93.7,0.3,0.0
PC255,Lindsay Street,Lindsay Street_Dry,GrbW,8/9/2016,Summer,Dry,1259,22.8,296.5,5.78,6.81,1.04,599,2.8,LOQ,2.7,"2,487",3.4,ND,0.0,A,P,0.07,0.35,0.35,0.003,0.007,0.005,94.5,0.0,0.0
PC256,Greensferry,Greensferry_Dry,GrbW,8/9/2016,Summer,Dry,1312,24.2,275.5,5.77,7.05,6.17,"21,432",4.3,"634,139",5.8,"187,932",5.3,"19,456",4.3,A,P,0.07,0.35,0.35,0.003,0.007,0.005,83.8,0.4,0.0
PC257,Burbank,Burbank_Dry,GrbW,8/9/2016,Summer,Dry,1325,24.9,160.2,6.44,7.33,16.4,"2,785",3.4,"39,070",4.6,"9,765",4.0,ND,0.0,P,P,0.07,0.35,0.35,0.003,0.007,0.005,68.7,1.4,0.0
PC259,Northwest,Northwest_Dry,GrbW,8/30/2016,Summer,Dry,1112,24.5,281.7,6.95,7.72,2.18,223,2.3,ND,2.7,LOQ,2.7,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,59.0,13.9,0.9
PC260,James Jackson,James Jackson_Dry,GrbW,8/30/2016,Summer,Dry,1135,24.1,276.1,7.74,7.75,2.37,164,2.2,ND,2.7,LOQ,2.7,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,60.1,13.1,1.0
PC261,Spring Street,Spring Street_Dry,GrbW,8/30/2016,Summer,Dry,1155,23.9,162.8,7.65,7.62,1.93,157,2.2,ND,2.7,LOQ,2.7,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,41.8,21.9,0.7
PC262,Kerry Circle,Kerry Circle_Dry,GrbW,8/30/2016,Summer,Dry,1213,25.1,301.3,7.01,7.55,2.76,"1,404",3.1,"3,410",3.5,"12,050",4.1,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,69.7,8.6,1.0
PC263,Hortense,Hortense_Dry,GrbW,8/30/2016,Summer,Dry,1232,25,277.8,7.6,7.62,3.19,284,2.5,ND,2.7,"1,382",3.1,"3,132",3.5,P,P,0,0,0,0.000,0.000,0.000,77.3,4.1,0.2
PC264,Grove Park,Grove Park_Dry,GrbW,8/30/2016,Summer,Dry,1241,24.8,201.9,7.49,8.03,1.5,249,2.4,"1,251",3.1,"6,949",3.8,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,48.8,11.2,0.0
PC265,North Ave,North Ave_Dry,GrbW,8/30/2016,Summer,Dry,1252,25.1,280,7.57,7.62,4.84,"6,228",3.8,"180,005",5.3,"70,216",4.8,"2,353",3.4,P,A,0,0,0,0.000,0.000,0.000,77.0,1.2,0.0
PC266,North Ave CSO,North Ave CSO_Dry,GrbW,8/30/2016,Summer,Dry,1301,24.2,224,7.49,7.61,14.2,0,2.7,ND,2.7,LOQ,2.7,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,93.7,0.3,0.0
PC267,Lindsay Street,Lindsay Street_Dry,GrbW,8/30/2016,Summer,Dry,1313,23,347,6.84,7.08,1.32,"1,145",3.1,"296,012",5.5,"399,224",5.6,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,94.5,0.0,0.0
PC268,Greensferry,Greensferry_Dry,GrbW,8/30/2016,Summer,Dry,1324,23.9,296.7,5.44,7.12,1.22,"10,187",4.0,"121,525",5.1,"251,659",5.4,LOQ,3.0,A,A,0,0,0,0.000,0.000,0.000,83.8,0.4,0.0
PC269,Burbank,Burbank_Dry,GrbW,8/30/2016,Summer,Dry,1337,24.8,170.4,7.24,7.5,2.74,"1,291",3.1,"36,460",4.6,"11,688",4.1,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,68.7,1.4,0.0
PC271,Northwest,Northwest_Dry,GrbW,9/15/2016,Summer,Dry,1100,23,282.9,6.73,7.31,1.89,167,2.2,ND,0.0,"4,587",3.7,ND,0.0,P,A,0,0,0.06,0.000,0.000,0.001,59.0,13.9,0.9
PC272,James Jackson,James Jackson_Dry,GrbW,9/15/2016,Summer,Dry,1133,22.6,264.8,6.77,7.45,2.02,155,2.2,ND,0.0,"5,871",3.8,ND,0.0,P,A,0,0,0.06,0.000,0.000,0.001,60.1,13.1,1.0
PC273,Spring Street,Spring Street_Dry,GrbW,9/15/2016,Summer,Dry,1147,22.6,159.9,7.42,7.39,1.28,74,1.9,ND,0.0,"3,476",3.5,ND,0.0,P,A,0,0,0.06,0.000,0.000,0.001,41.8,21.9,0.7
PC274,Kerry Circle,Kerry Circle_Dry,GrbW,9/15/2016,Summer,Dry,1200,24,276.7,6.39,7.32,2.74,663,2.8,ND,0.0,"11,377",4.1,ND,0.0,P,P,0,0,0.06,0.000,0.000,0.001,69.7,8.6,1.0
PC275,Hortense,Hortense_Dry,GrbW,9/15/2016,Summer,Dry,1218,23.5,267.7,7.11,7.38,2.02,240,2.4,ND,0.0,"3,848",3.6,ND,0.0,P,A,0,0,0.06,0.000,0.000,0.001,77.3,4.1,0.2
PC276,Grove Park,Grove Park_Dry,GrbW,9/15/2016,Summer,Dry,1226,23.5,226.7,7.15,7.69,5.23,113,2.1,LOQ,2.7,"8,251",3.9,ND,0.0,P,P,0,0,0.06,0.000,0.000,0.001,48.8,11.2,0.0
PC277,North Ave,North Ave_Dry,GrbW,9/15/2016,Summer,Dry,1237,25,254.4,6.76,7.46,1.89,"3,832",3.6,"486,661",5.7,"82,622",4.9,ND,0.0,P,A,0,0,0.06,0.000,0.000,0.001,77.0,1.2,0.0
PC278,North Ave CSO,North Ave CSO_Dry,GrbW,9/15/2016,Summer,Dry,1244,23.4,205.2,6.22,7.21,8.88,0,0.0,ND,0.0,LOQ,2.7,ND,0.0,A,A,0,0,0.06,0.000,0.000,0.001,93.7,0.3,0.0
PC279,Lindsay Street,Lindsay Street_Dry,GrbW,9/15/2016,Summer,Dry,1256,24.3,320.9,6.55,6.87,2.74,"2,528",3.4,"20,494",4.3,"124,681",5.1,ND,0.0,P,P,0,0,0.06,0.000,0.000,0.001,94.5,0.0,0.0
PC280,Greensferry,Greensferry_Dry,GrbW,9/15/2016,Summer,Dry,1307,24.1,290.4,4.73,7.01,1.67,"8,795",3.9,"588,951",5.8,"297,892",5.5,LOQ,3.0,A,A,0,0,0.06,0.000,0.000,0.001,83.8,0.4,0.0
PC281,Burbank,Burbank_Dry,GrbW,9/15/2016,Summer,Dry,1317,23.2,179.7,6.57,7.32,1.85,170,2.2,"14,384",4.2,"78,178",4.9,ND,0.0,A,A,0,0,0.06,0.000,0.000,0.001,68.7,1.4,0.0
PC283,Northwest,Northwest_Dry,GrbW,9/27/2016,Fall,Dry,1046,22.7,277.8,6.62,7.75,3.98,442,2.6,"1,493",3.2,"11,023",4.0,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,59.0,13.9,0.9
PC284,James Jackson,James Jackson_Dry,GrbW,9/27/2016,Fall,Dry,1058,22.4,271,6.84,7.61,2.5,294,2.5,LOQ,2.7,"7,967",3.9,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,60.1,13.1,1.0
PC285,Spring Street,Spring Street_Dry,GrbW,9/27/2016,Fall,Dry,1115,22.1,158.4,7.46,7.44,1.72,298,2.5,ND,0.0,"9,752",4.0,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,41.8,21.9,0.7
PC286,Kerry Circle,Kerry Circle_Dry,GrbW,9/27/2016,Fall,Dry,1127,23.6,279.5,8.17,7.45,3.74,352,2.5,LOQ,2.7,"8,303",3.9,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,69.7,8.6,1.0
PC287,Hortense,Hortense_Dry,GrbW,9/27/2016,Fall,Dry,1148,23,270.1,6.84,7.52,2.16,236,2.4,ND,0.0,"7,574",3.9,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,77.3,4.1,0.2
PC288,Grove Park,Grove Park_Dry,GrbW,9/27/2016,Fall,Dry,1156,22.9,188.1,7.46,7.69,5.38,457,2.7,ND,0.0,"33,247",4.5,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,48.8,11.2,0.0
PC289,North Ave,North Ave_Dry,GrbW,9/27/2016,Fall,Dry,1206,23.9,249.4,7.78,7.6,2.43,"6,411",3.8,"337,332",5.5,"328,514",5.5,LOQ,3.0,A,A,0,0,0,0.000,0.000,0.000,77.0,1.2,0.0
PC290,North Ave CSO,North Ave CSO_Dry,GrbW,9/27/2016,Fall,Dry,1213,23.5,198.7,6.9,7.5,16.3,0,0.0,ND,0.0,ND,0.0,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,93.7,0.3,0.0
PC291,Lindsay Street,Lindsay Street_Dry,GrbW,9/27/2016,Fall,Dry,1224,23.1,329.6,6.57,7.06,2.66,714,2.9,"8,541",3.9,"84,466",4.9,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,94.5,0.0,0.0
PC292,Greensferry,Greensferry_Dry,GrbW,9/27/2016,Fall,Dry,1234,23.9,258.8,4.71,7.04,5.29,"17,783",4.3,"1,311,163",6.1,"806,624",5.9,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,83.8,0.4,0.0
PC293,Burbank,Burbank_Dry,GrbW,9/27/2016,Fall,Dry,1245,22.7,179.7,6.93,7.49,2.32,451,2.7,"3,332",3.5,"66,306",4.8,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,68.7,1.4,0.0
PC295,Lindsay Street,Lindsay Street_Dry,GrbW,10/18/2016,Fall,Dry,1020,19.4,347.5,6.27,7.04,3.36,"41,060",4.6,"266,166",5.4,"108,128",5.0,ND,0.0,P,P,0.00,0.00,0.03,0.000,0.000,0.000,94.5,0.0,0.0
PC296,Grove Park,Grove Park_Dry,GrbW,10/18/2016,Fall,Dry,1106,18.4,187,8.2,7.64,4.68,148,2.2,ND,0.0,"2,062",3.3,ND,0.0,P,A,0.00,0.00,0.03,0.000,0.000,0.000,48.8,11.2,0.0
PC297,Spring Street,Spring Street_Dry,GrbW,10/18/2016,Fall,Dry,1154,17.9,142.2,7.9,7.51,1.03,113,2.1,ND,0.0,"1,149",3.1,ND,0.0,P,P,0.00,0.00,0.03,0.000,0.000,0.000,41.8,21.9,0.7
PC300,Greensferry,Greensferry_Dry,GrbW,10/18/2016,Fall,Dry,1009,21.5,247.5,5.74,7.03,1.41,"2,674",3.4,"260,510",5.4,"46,533",4.7,LOQ,3.0,A,A,0.00,0.00,0.03,0.000,0.000,0.000,83.8,0.4,0.0
PC301,North Ave,North Ave_Dry,GrbW,10/18/2016,Fall,Dry,1043,19.9,224.6,7.97,7.46,1.77,"18,825",4.3,"112,090",5.0,"96,110",5.0,ND,0.0,P,A,0.00,0.00,0.03,0.000,0.000,0.000,77.0,1.2,0.0
PC302,North Ave CSO,North Ave CSO_Dry,GrbW,10/18/2016,Fall,Dry,1053,17.8,530,5.9,7.51,1.39,49,1.7,ND,0.0,LOQ,2.7,ND,0.0,P,A,0.00,0.00,0.03,0.000,0.000,0.000,93.7,0.3,0.0
PC304,Hortense,Hortense_Dry,GrbW,10/18/2016,Fall,Dry,1115,18.3,233.5,6.76,7.42,4.37,284,2.5,ND,0.0,"2,392",3.4,ND,0.0,P,A,0.00,0.00,0.03,0.000,0.000,0.000,77.3,4.1,0.2
PC305,Kerry Circle,Kerry Circle_Dry,GrbW,10/18/2016,Fall,Dry,1140,19.1,299.9,7.71,7.36,2.16,165,2.2,ND,0.0,"3,358",3.5,ND,0.0,P,A,0.00,0.00,0.03,0.000,0.000,0.000,69.7,8.6,1.0
PC306,James Jackson,James Jackson_Dry,GrbW,10/18/2016,Fall,Dry,1145,17.68,312,8.45,7.72,2.1,290,2.5,ND,0.0,"6,657",3.8,ND,0.0,A,A,0.00,0.00,0.03,0.000,0.000,0.000,60.1,13.1,1.0
PC307,Northwest,Northwest_Dry,GrbW,10/18/2016,Fall,Dry,1015,17.65,315,8.18,7.43,1.48,477,2.7,ND,0.0,"3,659",3.6,ND,0.0,P,A,0.00,0.00,0.03,0.000,0.000,0.000,59.0,13.9,0.9
PC308,Burbank,Burbank_Dry,GrbW,10/18/2016,Fall,Dry,950,18.1,169.7,6.44,7.38,2.1,"1,069",3.0,"40,652",4.6,"32,838",4.5,ND,0.0,A,P,0.00,0.00,0.03,0.000,0.000,0.000,68.7,1.4,0.0
PC310,Northwest,Northwest_Dry,GrbW,10/25/2016,Fall,Dry,1123,13.2,260.9,8.72,7.55,1.41,114,2.1,ND,0.0,LOQ,2.7,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,59.0,13.9,0.9
PC311,James Jackson,James Jackson_Dry,GrbW,10/25/2016,Fall,Dry,1146,12.7,240.2,8.41,7.68,1.23,134,2.1,ND,0.0,"1,186",3.1,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,60.1,13.1,1.0
PC312,Spring Street,Spring Street_Dry,GrbW,10/25/2016,Fall,Dry,1200,13.4,132.9,8.57,7.4,0.79,80,1.9,ND,0.0,LOQ,2.7,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,41.8,21.9,0.7
PC313,Kerry Circle,Kerry Circle_Dry,GrbW,10/25/2016,Fall,Dry,1214,14.7,248.3,9.07,7.63,2.85,125,2.1,ND,0.0,"4,106",3.6,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,69.7,8.6,1.0
PC314,Hortense,Hortense_Dry,GrbW,10/25/2016,Fall,Dry,1232,14,226.7,9.6,7.45,2.22,119,2.1,ND,0.0,"3,187",3.5,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,77.3,4.1,0.2
PC315,Grove Park,Grove Park_Dry,GrbW,10/25/2016,Fall,Dry,1240,14.9,190.5,7.28,7.47,4.3,129,2.1,"63,820",4.8,"8,088",3.9,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,48.8,11.2,0.0
PC316,North Ave,North Ave_Dry,GrbW,10/25/2016,Fall,Dry,1252,18.2,220.9,8.59,7.61,1.36,"1,318",3.1,"262,378",5.4,"68,130",4.8,"3,982",3.6,P,A,0,0,0,0.000,0.000,0.000,77.0,1.2,0.0
PC317,North Ave CSO,North Ave CSO_Dry,GrbW,10/25/2016,Fall,Dry,1302,13.6,520,6.96,7.69,1.74,286,2.5,ND,0.0,"10,224",4.0,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,93.7,0.3,0.0
PC318,Lindsay Street,Lindsay Street_Dry,GrbW,10/25/2016,Fall,Dry,1313,18.4,323.4,6.2,6.89,1.03,"1,562",3.2,"40,445",4.6,"38,034",4.6,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,94.5,0.0,0.0
PC319,Greensferry,Greensferry_Dry,GrbW,10/25/2016,Fall,Dry,1323,20.5,253.9,5,7.06,1.76,"6,365",3.8,"1,056,855",6.0,"390,243",5.6,"6,801",3.8,A,A,0,0,0,0.000,0.000,0.000,83.8,0.4,0.0
PC320,Burbank,Burbank_Dry,GrbW,10/25/2016,Fall,Dry,1335,15.1,161.7,7.86,7.37,1.94,"1,183",3.1,"11,600",4.1,"239,801",5.4,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,68.7,1.4,0.0
PC322,Northwest,Northwest_Dry,GrbW,11/7/2016,Fall,Dry,1137,12.8,247.7,9.09,7.55,1.75,128,2.1,ND,0.0,"6,031",3.8,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,59.0,13.9,0.9
PC323,James Jackson,James Jackson_Dry,GrbW,11/7/2016,Fall,Dry,1153,12.4,245.2,8.93,7.48,1.38,222,2.3,LOQ,2.7,"13,310",4.1,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,60.1,13.1,1.0
PC324,Spring Street,Spring Street_Dry,GrbW,11/7/2016,Fall,Dry,1206,13.4,143.7,8.78,7.29,1.29,"1,212",3.1,"12,847",4.1,"21,429",4.3,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,41.8,21.9,0.7
PC325,Kerry Circle,Kerry Circle_Dry,GrbW,11/7/2016,Fall,Dry,1219,14.3,250,10.92,7.64,2.43,297,2.5,ND,0.0,"8,373",3.9,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,69.7,8.6,1.0
PC326,Hortense,Hortense_Dry,GrbW,11/7/2016,Fall,Dry,1249,14.1,226.6,8.22,7.41,2.89,166,2.2,"4,981",3.7,"7,768",3.9,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,77.3,4.1,0.2
PC327,Grove Park,Grove Park_Dry,GrbW,11/7/2016,Fall,Dry,1257,14.6,174.8,8.26,7.54,3.02,57,1.8,LOQ,2.7,"8,111",3.9,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,48.8,11.2,0.0
PC328,North Ave,North Ave_Dry,GrbW,11/7/2016,Fall,Dry,1307,18,225.1,9.36,7.65,1.47,678,2.8,"55,361",4.7,"28,608",4.5,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,77.0,1.2,0.0
PC329,North Ave CSO,North Ave CSO_Dry,GrbW,11/7/2016,Fall,Dry,1316,12.7,475.7,6.72,7.63,1.92,69,1.8,LOQ,2.7,"2,133",3.3,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,93.7,0.3,0.0
PC330,Lindsay Street,Lindsay Street_Dry,GrbW,11/7/2016,Fall,Dry,1327,17.8,222.9,7.03,7.1,2.15,"1,082",3.0,"2,154",3.3,"17,868",4.3,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,94.5,0.0,0.0
PC331,Greensferry,Greensferry_Dry,GrbW,11/7/2016,Fall,Dry,1337,19.6,250.2,4.2,6.98,2.7,"5,087",3.7,"273,820",5.4,"108,661",5.0,"2,346",3.4,A,A,0,0,0,0.000,0.000,0.000,83.8,0.4,0.0
PC332,Burbank,Burbank_Dry,GrbW,11/7/2016,Fall,Dry,1348,14.7,152.9,8.15,7.33,1.83,454,2.7,"4,339",3.6,"62,533",4.8,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,68.7,1.4,0.0
PC334,Northwest,Northwest_Dry,GrbW,11/21/2016,Fall,Dry,1110,6.5,226.2,11.33,7.75,1.3,24,1.4,ND,0.0,LOQ,2.7,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,59.0,13.9,0.9
PC335,James Jackson,James Jackson_Dry,GrbW,11/21/2016,Fall,Dry,1130,6.4,217.4,10.35,7.71,1.47,197,2.3,ND,0.0,LOQ,2.7,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,60.1,13.1,1.0
PC336,Spring Street,Spring Street_Dry,GrbW,11/21/2016,Fall,Dry,1143,7.2,114.5,10.65,7.51,1.08,105,2.0,"1,445",3.2,LOQ,2.7,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,41.8,21.9,0.7
PC337,Kerry Circle,Kerry Circle_Dry,GrbW,11/21/2016,Fall,Dry,1156,8.4,238.1,11.47,7.25,1.48,110,2.0,LOQ,2.7,LOQ,2.7,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,69.7,8.6,1.0
PC338,Hortense,Hortense_Dry,GrbW,11/21/2016,Fall,Dry,1221,7.5,200.8,9.81,7.5,1.52,292,2.5,"1,248",3.1,"1,006",3.0,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,77.3,4.1,0.2
PC339,Grove Park,Grove Park_Dry,GrbW,11/21/2016,Fall,Dry,1228,8.7,152.3,9.88,7.69,2.25,50,1.7,ND,0.0,LOQ,2.7,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,48.8,11.2,0.0
PC340,North Ave,North Ave_Dry,GrbW,11/21/2016,Fall,Dry,1238,12.7,206.4,10.25,7.62,1.58,"1,136",3.1,"112,358",5.1,"14,865",4.2,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,77.0,1.2,0.0
PC341,North Ave CSO,North Ave CSO_Dry,GrbW,11/21/2016,Fall,Dry,1246,6.5,437.8,8.72,7.75,1.53,381,2.6,ND,0.0,"2,372",3.4,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,93.7,0.3,0.0
PC342,Lindsay Street,Lindsay Street_Dry,GrbW,11/21/2016,Fall,Dry,1257,12.2,284,5.18,6.87,0.91,"15,016",4.2,"4,915",3.7,"45,928",4.7,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,94.5,0.0,0.0
PC343,Greensferry,Greensferry_Dry,GrbW,11/21/2016,Fall,Dry,1307,16.4,235.2,5.4,7.07,1.63,"39,475",4.6,"250,740",5.4,"218,871",5.3,"1,674",3.2,A,A,0,0,0,0.000,0.000,0.000,83.8,0.4,0.0
PC344,Burbank,Burbank_Dry,GrbW,11/21/2016,Fall,Dry,1318,8.9,137.2,9.83,7.39,1.5,"1,325",3.1,"61,448",4.8,"9,235",4.0,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,68.7,1.4,0.0
PC346,Northwest,Northwest_Dry,GrbW,12/5/2016,Fall,Dry,1202,10.3,97.2,9.64,7.71,12.4,"1,011",3.0,"31,839",4.5,"10,167",4.0,LOQ,3.0,P,P,0.23,0.7,0.7,0.010,0.015,0.010,59.0,13.9,0.9
PC347,James Jackson,James Jackson_Dry,GrbW,12/5/2016,Fall,Dry,1220,10.5,93.7,9.68,7.37,11.8,992,3.0,"57,026",4.8,"10,742",4.0,"4,717",3.7,P,A,0.22,0.7,0.7,0.009,0.015,0.010,60.1,13.1,1.0
PC348,Spring Street,Spring Street_Dry,GrbW,12/5/2016,Fall,Dry,1234,10.2,87.6,9.69,7.22,5.72,"1,389",3.1,"19,308",4.3,"17,670",4.2,"2,780",3.4,A,A,0.22,0.7,0.7,0.009,0.015,0.010,41.8,21.9,0.7
PC349,Kerry Circle,Kerry Circle_Dry,GrbW,12/5/2016,Fall,Dry,1248,11,101.2,8.34,7.19,9.48,"1,400",3.1,"204,544",5.3,"22,431",4.4,"8,188",3.9,A,A,0.21,0.7,0.7,0.009,0.015,0.010,69.7,8.6,1.0
PC350,Hortense,Hortense_Dry,GrbW,12/5/2016,Fall,Dry,1306,11.1,77.8,8.8,7.17,10.63,985,3.0,"76,709",4.9,"12,686",4.1,"4,280",3.6,A,A,0.21,0.7,0.7,0.009,0.015,0.010,77.3,4.1,0.2
PC351,Grove Park,Grove Park_Dry,GrbW,12/5/2016,Fall,Dry,1314,10.7,94.1,9.95,7.43,3.96,"1,930",3.3,"39,243",4.6,"15,259",4.2,"3,016",3.5,A,P,0.21,0.7,0.7,0.009,0.015,0.010,48.8,11.2,0.0
PC352,North Ave,North Ave_Dry,GrbW,12/5/2016,Fall,Dry,1324,13.9,152.9,8.99,7.38,5.05,"2,847",3.5,"392,728",5.6,"56,593",4.8,"24,899",4.4,A,P,0.22,0.71,0.71,0.009,0.015,0.010,77.0,1.2,0.0
PC353,North Ave CSO,North Ave CSO_Dry,GrbW,12/5/2016,Fall,Dry,1333,10.3,140.7,8.45,7.28,8.63,"1,786",3.3,ND,0.0,"18,804",4.3,"13,306",4.1,P,A,0.22,0.71,0.71,0.009,0.015,0.010,93.7,0.3,0.0
PC354,Lindsay Street,Lindsay Street_Dry,GrbW,12/5/2016,Fall,Dry,1344,13.3,251.3,5.86,6.66,1.79,504,2.7,"4,596",3.7,"3,197",3.5,ND,0.0,A,A,0.23,0.72,0.72,0.010,0.015,0.010,94.5,0.0,0.0
PC355,Greensferry,Greensferry_Dry,GrbW,12/5/2016,Fall,Dry,1356,16,218.4,7.39,7.14,6.11,"12,040",4.1,"2,252,353",6.4,"281,941",5.5,"41,829",4.6,P,A,0.27,0.77,0.77,0.011,0.016,0.011,83.8,0.4,0.0
