Sample_ID,Site,site_season,Sample_Type,Sample_Date,Season,Wet_Dry_Season,Sample_Time,Temperature_C,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,pH,Turbidity_NTU,E_coli_MPN_100_mL,Log10_E_coli_MPN_100_ml,HF183MGB_GC_100_mL,Log_HF183MGB_GC_100_mL,E_Coli_GC_100_mL,Log_E_Coli_GC_100_mL,DG3_GC_100_mL,Log_DG3_GC_100_mL,Salmonella_Presence_Absence,Stx2_Presence_Absence,24_hr_Precipitation_in,48_hr_Precipitation_in,72_hr_Precipitation_in,Rain_Intensity_24_hr_prior_in_hr,Rain_Intensity_48_hr_prior_in_hr,Rain_Intensity_72_hr_prior_in_hr,Impervious_Percent,Forest_Percent,Grasslands_Percent
PC483,Burbank,Burbank_Wet,GrbW,4/4/2017,Spring,Wet,1407,20.1,147.8,7.91,7.34,3.31,"1,334",3.1,"198,751",5.3,"39,558",4.6,LOQ,3.0,A,A,0.1,0.63,0.63,0.004,0.013,0.009,68.7,1.4,0.0
PC485,Lindsay Street,Lindsay Street_Wet,GrbW,4/11/2017,Spring,Wet,1125,19.09,492,8.59,7.00,1.99,"4,989",3.7,"13,334",4.1,"73,276",4.9,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,94.5,0.0,0.0
PC486,Grove Park,Grove Park_Wet,GrbW,4/11/2017,Spring,Wet,1205,17.07,261,9.68,7.58,2.95,290,2.5,"4,620",3.7,LOQ,2.7,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,48.8,11.2,0.0
PC487,Spring Street,Spring Street_Wet,GrbW,4/11/2017,Spring,Wet,1230,17.41,219,9.40,7.48,3.76,"2,237",3.3,"10,198",4.0,"16,623",4.2,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,41.8,21.9,0.7
PC489,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,4/11/2017,Spring,Wet,1115,15.00,148,7.87,7.41,6.47,361,2.6,ND,0.0,"1,634",3.2,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,47.8,21.3,0.0
PC491,Greensferry,Greensferry_Wet,GrbW,4/11/2017,Spring,Wet,1020,18.08,381,8.04,6.83,2.93,"9,858",4.0,"5,382,587",6.7,"3,039,763",6.5,"974,332",6.0,A,A,0,0,0,0.000,0.000,0.000,83.8,0.4,0.0
PC492,North Ave,North Ave_Wet,GrbW,4/11/2017,Spring,Wet,1040,17.28,320,9.49,7.03,2.23,"1,475",3.2,"70,681",4.8,"21,651",4.3,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,77.0,1.2,0.0
PC493,North Ave CSO,North Ave CSO_Wet,GrbW,4/11/2017,Spring,Wet,1100,16.07,388,7.66,7.12,4.77,718,2.9,"61,966",4.8,"18,132",4.3,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,93.7,0.3,0.0
PC495,Hortense,Hortense_Wet,GrbW,4/11/2017,Spring,Wet,1220,17.56,309,9.91,7.41,2.84,121,2.1,"11,464",4.1,"2,693",3.4,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,77.3,4.1,0.2
PC496,Kerry Circle,Kerry Circle_Wet,GrbW,4/11/2017,Spring,Wet,1310,17.78,307,9.74,7.33,3.97,268,2.4,"1,300",3.1,"2,964",3.5,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,69.7,8.6,1.0
PC497,James Jackson,James Jackson_Wet,GrbW,4/11/2017,Spring,Wet,1200,16.71,288,10.48,7.36,3.47,125,2.1,"2,701",3.4,"1,578",3.2,ND,0.0,P,P,0,0,0,0.000,0.000,0.000,60.1,13.1,1.0
PC498,Northwest,Northwest_Wet,GrbW,4/11/2017,Spring,Wet,1015,15.52,293,9.16,7.15,4.74,371,2.6,"1,716",3.2,"3,344",3.5,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,59.0,13.9,0.9
PC500,Burbank,Burbank_Wet,GrbW,4/11/2017,Spring,Wet,1000,15.29,292,9.15,6.97,2.89,"2,052",3.3,"77,532",4.9,"21,340",4.3,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,68.7,1.4,0.0
PC501,Northwest,Northwest_Wet,GrbW,5/3/2017,Spring,Wet,950,16.9,218.2,7.36,7.32,3.94,243,2.4,LOQ,2.7,"2,908",3.5,ND,0.0,P,P,0,0.18,0.31,0.000,0.004,0.004,59.0,13.9,0.9
PC503,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,5/3/2017,Spring,Wet,1011,15.1,101.9,4.92,6.37,9.85,"3,813",3.6,LOQ,2.7,"41,461",4.6,ND,0.0,P,A,0,0.01,0.31,0.000,0.000,0.004,47.8,21.3,0.0
PC504,James Jackson,James Jackson_Wet,GrbW,5/3/2017,Spring,Wet,1026,16.8,222.4,7.76,7.31,2.11,266,2.4,ND,0.0,"2,198",3.3,ND,0.0,P,P,0,0.01,0.31,0.000,0.000,0.004,60.1,13.1,1.0
PC505,Spring Street,Spring Street_Wet,GrbW,5/3/2017,Spring,Wet,1039,16.7,184.7,6.43,7.21,2.22,"1,085",3.0,"20,537",4.3,"7,931",3.9,ND,0.0,A,P,0,0.01,0.31,0.000,0.000,0.004,41.8,21.9,0.7
PC506,Kerry Circle,Kerry Circle_Wet,GrbW,5/3/2017,Spring,Wet,1052,17.8,244.2,6.4,7.21,3.03,"1,042",3.0,ND,0.0,"5,619",3.7,ND,0.0,P,P,0,0.01,0.31,0.000,0.000,0.004,69.7,8.6,1.0
PC507,Hortense,Hortense_Wet,GrbW,5/3/2017,Spring,Wet,1110,17.1,229.7,8.14,7.37,1.27,539,2.7,"1,547",3.2,"2,640",3.4,ND,0.0,P,P,0,0.01,0.31,0.000,0.000,0.004,77.3,4.1,0.2
PC508,Grove Park,Grove Park_Wet,GrbW,5/3/2017,Spring,Wet,1117,17.5,183.9,9.14,7.68,1.12,394,2.6,"5,860",3.8,"3,517",3.5,ND,0.0,P,P,0,0.01,0.31,0.000,0.000,0.004,48.8,11.2,0.0
PC509,North Ave,North Ave_Wet,GrbW,5/3/2017,Spring,Wet,1137,19.6,239.7,8.19,7.45,1.05,"3,692",3.6,"204,493",5.3,"25,274",4.4,ND,0.0,P,A,0,0.01,0.31,0.000,0.000,0.004,77.0,1.2,0.0
PC510,North Ave CSO,North Ave CSO_Wet,GrbW,5/3/2017,Spring,Wet,1145,15.1,517,5.83,7.61,1.83,573,2.8,ND,0.0,"6,647",3.8,ND,0.0,P,A,0,0.01,0.31,0.000,0.000,0.004,93.7,0.3,0.0
PC511,Lindsay Street,Lindsay Street_Wet,GrbW,5/3/2017,Spring,Wet,1157,19.4,353.5,6.63,6.84,0.49,"1,014",3.0,"6,445",3.8,"17,160",4.2,ND,0.0,A,A,0,0.01,0.31,0.000,0.000,0.004,94.5,0.0,0.0
PC512,Greensferry,Greensferry_Wet,GrbW,5/3/2017,Spring,Wet,1208,19.9,258.6,7.69,7.17,1,"23,883",4.4,"1,351,939",6.1,"718,835",5.9,ND,0.0,A,A,0,0.01,0.31,0.000,0.000,0.004,83.8,0.4,0.0
PC513,Burbank,Burbank_Wet,GrbW,5/3/2017,Spring,Wet,1220,17.7,156.8,8.13,7.23,1.12,750,2.9,"65,102",4.8,"21,988",4.3,ND,0.0,P,P,0,0.01,0.31,0.000,0.000,0.004,68.7,1.4,0.0
PC515,Northwest,Northwest_Wet,GrbW,5/16/2017,Spring,Wet,1044,20.8,245.3,7.2,7.42,2.45,503,2.7,ND,0.0,"6,505",3.8,ND,0.0,A,A,0,0,0.31,0.000,0.000,0.004,59.0,13.9,0.9
PC517,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,5/16/2017,Spring,Wet,1108,17.2,134.3,1.24,5.59,3.7,"2,879",3.5,ND,0.0,"34,300",4.5,ND,0.0,P,A,0,0,0.31,0.000,0.000,0.004,47.8,21.3,0.0
PC518,James Jackson,James Jackson_Wet,GrbW,5/16/2017,Spring,Wet,1123,21,253,8.14,7.45,1.8,546,2.7,ND,0.0,"5,157",3.7,ND,0.0,P,P,0,0,0.31,0.000,0.000,0.004,60.1,13.1,1.0
PC519,Spring Street,Spring Street_Wet,GrbW,5/16/2017,Spring,Wet,1139,20.5,227.4,6.3,7.13,3.18,"4,262",3.6,"47,056",4.7,"34,792",4.5,ND,0.0,A,A,0,0,0.31,0.000,0.000,0.004,41.8,21.9,0.7
PC520,Kerry Circle,Kerry Circle_Wet,GrbW,5/16/2017,Spring,Wet,1154,22,281.2,6.22,7.06,4.58,"1,482",3.2,ND,0.0,"16,161",4.2,ND,0.0,P,P,0,0,0.31,0.000,0.000,0.004,69.7,8.6,1.0
PC521,Hortense,Hortense_Wet,GrbW,5/16/2017,Spring,Wet,1214,21.7,287.2,8.3,7.37,1.65,982,3.0,"2,967",3.5,"12,533",4.1,ND,0.0,A,P,0,0,0.31,0.000,0.000,0.004,77.3,4.1,0.2
PC522,Grove Park,Grove Park_Wet,GrbW,5/16/2017,Spring,Wet,1226,21.8,188,9.07,8.37,2.07,"20,133",4.3,"24,114",4.4,"222,129",5.3,LOQ,3.0,P,A,0,0,0.31,0.000,0.000,0.004,48.8,11.2,0.0
PC523,North Ave,North Ave_Wet,GrbW,5/16/2017,Spring,Wet,1239,23.2,247.1,8.1,7.6,0.91,"2,777",3.4,"113,232",5.1,"47,789",4.7,ND,0.0,P,A,0,0,0.31,0.000,0.000,0.004,77.0,1.2,0.0
PC524,North Ave CSO,North Ave CSO_Wet,GrbW,5/16/2017,Spring,Wet,1248,17.1,648,0.95,6.82,4.81,50,1.7,ND,0.0,LOQ,2.7,ND,0.0,A,P,0,0,0.31,0.000,0.000,0.004,93.7,0.3,0.0
PC525,Lindsay Street,Lindsay Street_Wet,GrbW,5/16/2017,Spring,Wet,1310,20.7,361.1,5.7,6.7,1.17,859,2.9,"148,499",5.2,"7,070",3.8,ND,0.0,P,P,0,0,0.31,0.000,0.000,0.004,94.5,0.0,0.0
PC526,Greensferry,Greensferry_Wet,GrbW,5/16/2017,Spring,Wet,1322,20.7,257.2,7.73,7.06,0.56,"32,024",4.5,"859,529",5.9,"217,072",5.3,ND,0.0,A,A,0,0,0.31,0.000,0.000,0.004,83.8,0.4,0.0
PC527,Burbank,Burbank_Wet,GrbW,5/16/2017,Spring,Wet,1335,22.1,175,8.04,7.38,1.47,477,2.7,"32,318",4.5,"5,894",3.8,ND,0.0,A,A,0,0,0.31,0.000,0.000,0.004,68.7,1.4,0.0
PC529,Northwest,Northwest_Wet,GrbW,5/31/2017,Spring,Wet,952,20.3,95.3,7.76,7.10,60.1,"12,996",4.1,"29,420",4.5,"248,700",5.4,"47,304",4.7,P,P,1.13,2.26,2.26,0.047,0.047,0.031,59.0,13.9,0.9
PC531,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,5/31/2017,Spring,Wet,1015,19.8,76.7,6.91,6.68,62.9,"2,399",3.4,ND,0.0,"36,681",4.6,"5,241",3.7,P,A,1.13,2.26,2.26,0.047,0.047,0.031,47.8,21.3,0.0
PC532,James Jackson,James Jackson_Wet,GrbW,5/31/2017,Spring,Wet,1028,20.4,94.4,7.72,7.15,51.7,"13,461",4.1,"21,195",4.3,"203,622",5.3,"44,013",4.6,P,P,1.13,2.26,2.26,0.047,0.047,0.031,60.1,13.1,1.0
PC533,Spring Street,Spring Street_Wet,GrbW,5/31/2017,Spring,Wet,1039,19.8,121.5,8.06,7.16,30,"9,612",4.0,"50,759",4.7,"286,811",5.5,"53,849",4.7,P,P,1.13,2.26,2.26,0.047,0.047,0.031,41.8,21.9,0.7
PC534,Kerry Circle,Kerry Circle_Wet,GrbW,5/31/2017,Spring,Wet,1056,20.6,102.7,6.87,7.06,37.6,"9,311",4.0,"17,241",4.2,"184,809",5.3,"26,056",4.4,P,P,1.05,2.26,2.26,0.044,0.047,0.031,69.7,8.6,1.0
PC535,Hortense,Hortense_Wet,GrbW,5/31/2017,Spring,Wet,1118,20.8,88.1,7.83,7.12,26.3,"6,559",3.8,"27,488",4.4,"123,311",5.1,"18,966",4.3,P,P,0.66,2.26,2.26,0.028,0.047,0.031,77.3,4.1,0.2
PC536,Grove Park,Grove Park_Wet,GrbW,5/31/2017,Spring,Wet,1125,20.8,105.5,8.57,7.30,11.9,"2,452",3.4,"57,035",4.8,"73,372",4.9,"7,906",3.9,P,P,0.65,2.26,2.26,0.027,0.047,0.031,48.8,11.2,0.0
PC537,North Ave,North Ave_Wet,GrbW,5/31/2017,Spring,Wet,1137,21.7,163.8,8.61,7.34,19.2,"8,246",3.9,"285,959",5.5,"177,874",5.3,"8,618",3.9,P,P,0.63,2.26,2.26,0.026,0.047,0.031,77.0,1.2,0.0
PC538,North Ave CSO,North Ave CSO_Wet,GrbW,5/31/2017,Spring,Wet,1145,20.4,191,6.82,7.30,6.4,"2,178",3.3,"1,556",3.2,"44,529",4.6,"1,763",3.2,P,A,0.63,2.26,2.26,0.026,0.047,0.031,93.7,0.3,0.0
PC539,Lindsay Street,Lindsay Street_Wet,GrbW,5/31/2017,Spring,Wet,1158,20.3,360.5,5.95,6.77,1.11,"1,486",3.2,"8,081",3.9,"13,361",4.1,ND,0.0,P,A,0.62,2.26,2.26,0.026,0.047,0.031,94.5,0.0,0.0
PC540,Greensferry,Greensferry_Wet,GrbW,5/31/2017,Spring,Wet,1210,21.8,559,7.77,7.17,4.96,"2,222",3.3,"11,092,152",7.0,"278,341",5.4,ND,0.0,P,A,0.62,2.26,2.26,0.026,0.047,0.031,83.8,0.4,0.0
PC541,Burbank,Burbank_Wet,GrbW,5/31/2017,Spring,Wet,1223,20.8,105,7.3,7.20,42.6,"4,239",3.6,"15,509",4.2,"57,209",4.8,"11,200",4.0,P,A,0.62,2.26,2.26,0.026,0.047,0.031,68.7,1.4,0.0
PC543,Lindsay Street,Lindsay Street_Dry,GrbW,7/18/2017,Summer,Dry,1220,21.43,411,6.89,7.20,1.3,"3,187",3.5,LOQ,2.7,"45,442",4.7,ND,0.0,A,A,0,0.18,0.34,0.000,0.004,0.005,94.5,0.0,0.0
PC544,Burbank,Burbank_Dry,GrbW,7/18/2017,Summer,Dry,1000,21.66,146,7.96,7.20,56.3,"6,239",3.8,LOQ,2.7,"22,958",4.4,ND,0.0,P,P,0,0.27,0.34,0.000,0.006,0.005,68.7,1.4,0.0
PC545,Grove Park,Grove Park_Dry,GrbW,7/18/2017,Summer,Dry,1240,24.47,147,8.32,7.54,6.55,"1,255",3.1,ND,0.0,"3,231",3.5,ND,0.0,P,P,0,0.18,0.34,0.000,0.004,0.005,48.8,11.2,0.0
PC546,Spring Street,Spring Street_Dry,GrbW,7/18/2017,Summer,Dry,1340,24.34,194,7.42,7.31,3.55,"3,933",3.6,ND,0.0,LOQ,2.7,ND,0.0,P,A,0,0.18,0.34,0.000,0.004,0.005,41.8,21.9,0.7
PC548,Lillian Cooper Park,Lillian Cooper Park_Dry,GrbW,7/18/2017,Summer,Dry,1215,18.63,150,3.33,6.93,3.63,"1,204",3.1,ND,0.0,"13,507",4.1,ND,0.0,A,A,0,0.18,0.34,0.000,0.004,0.005,47.8,21.3,0.0
PC550,Greensferry,Greensferry_Dry,GrbW,7/18/2017,Summer,Dry,1020,23.07,185,8.06,7.44,14.1,"18,042",4.3,"211,479",5.3,"251,474",5.4,ND,0.0,A,A,0,0.24,0.34,0.000,0.005,0.005,83.8,0.4,0.0
PC551,North Ave,North Ave_Dry,GrbW,7/18/2017,Summer,Dry,1130,23.85,183,8.19,7.42,17.4,"15,645",4.2,"143,830",5.2,"221,907",5.3,"1,409",3.1,P,P,0,0.19,0.34,0.000,0.004,0.005,77.0,1.2,0.0
PC552,North Ave CSO,North Ave CSO_Dry,GrbW,7/18/2017,Summer,Dry,1150,23.17,285,2.70,7.70,2.35,"1,856",3.3,ND,0.0,"5,509",3.7,ND,0.0,P,A,0,0.18,0.34,0.000,0.004,0.005,93.7,0.3,0.0
PC554,Hortense,Hortense_Dry,GrbW,7/18/2017,Summer,Dry,1250,24.14,164,8.07,7.42,16.7,"5,286",3.7,"6,822",3.8,"49,123",4.7,LOQ,3.0,P,A,0,0.18,0.34,0.000,0.004,0.005,77.3,4.1,0.2
PC555,Kerry Circle,Kerry Circle_Dry,GrbW,7/18/2017,Summer,Dry,1320,23.35,182,6.90,7.44,28.7,"13,326",4.1,"14,746",4.2,"155,530",5.2,"3,575",3.6,P,A,0,0.18,0.34,0.000,0.004,0.005,69.7,8.6,1.0
PC556,James Jackson,James Jackson_Dry,GrbW,7/18/2017,Summer,Dry,1300,24.08,154,7.85,7.11,25.9,"6,434",3.8,"13,835",4.1,"77,112",4.9,"4,617",3.7,A,P,0,0.18,0.34,0.000,0.004,0.005,60.1,13.1,1.0
PC557,Northwest,Northwest_Dry,GrbW,7/18/2017,Summer,Dry,1045,22.71,136,7.40,6.80,31.7,"9,269",4.0,"22,576",4.4,"143,221",5.2,"9,545",4.0,P,P,0,0.21,0.34,0.000,0.004,0.005,59.0,13.9,0.9
PC561,Northwest,Northwest_Dry,GrbW,7/25/2017,Summer,Dry,1020,24.6,175.5,6.65,7.33,26.2,"2,177",3.3,"2,160",3.3,"16,587",4.2,ND,0.0,P,P,1.22,1.54,1.54,0.051,0.032,0.021,59.0,13.9,0.9
PC563,Lillian Cooper Park,Lillian Cooper Park_Dry,GrbW,7/25/2017,Summer,Dry,1040,23.3,140,5.85,7.12,65,"24,543",4.4,ND,0.0,"97,646",5.0,ND,0.0,P,P,1.22,1.54,1.54,0.051,0.032,0.021,47.8,21.3,0.0
PC564,James Jackson,James Jackson_Dry,GrbW,7/25/2017,Summer,Dry,1052,24.8,181.6,5.99,7.48,31.5,"2,273",3.4,"3,633",3.6,"12,649",4.1,ND,0.0,P,P,1.22,1.54,1.54,0.051,0.032,0.021,60.1,13.1,1.0
PC565,Spring Street,Spring Street_Dry,GrbW,7/25/2017,Summer,Dry,1101,24.1,192.8,5.16,7.27,7.08,"23,820",4.4,"195,515",5.3,"353,417",5.5,ND,0.0,A,A,1.22,1.54,1.54,0.051,0.032,0.021,41.8,21.9,0.7
PC566,Kerry Circle,Kerry Circle_Dry,GrbW,7/25/2017,Summer,Dry,1114,24.5,214.9,3.45,7.09,14.7,"1,177",3.1,LOQ,2.7,"7,992",3.9,ND,0.0,P,P,1.22,1.54,1.54,0.051,0.032,0.021,69.7,8.6,1.0
PC567,Hortense,Hortense_Dry,GrbW,7/25/2017,Summer,Dry,1130,24.8,200,6.64,7.34,2.97,515,2.7,LOQ,2.7,"3,004",3.5,ND,0.0,P,P,1.22,1.54,1.54,0.051,0.032,0.021,77.3,4.1,0.2
PC568,Grove Park,Grove Park_Dry,GrbW,7/25/2017,Summer,Dry,1137,25,199.1,7.39,7.89,1.4,376,2.6,LOQ,2.7,LOQ,2.7,ND,0.0,A,P,1.22,1.54,1.54,0.051,0.032,0.021,48.8,11.2,0.0
PC569,North Ave,North Ave_Dry,GrbW,7/25/2017,Summer,Dry,1144,24.8,239,7.9,7.6,2.41,"2,455",3.4,"10,649",4.0,"11,431",4.1,ND,0.0,P,A,1.22,1.54,1.54,0.051,0.032,0.021,77.0,1.2,0.0
PC570,North Ave CSO,North Ave CSO_Dry,GrbW,7/25/2017,Summer,Dry,1157,23.8,1278.5,2.78,7.23,4.83,"7,270",3.9,ND,0.0,"76,312",4.9,ND,0.0,P,P,1.22,1.54,1.54,0.051,0.032,0.021,93.7,0.3,0.0
PC571,Lindsay Street,Lindsay Street_Dry,GrbW,7/25/2017,Summer,Dry,1206,21.7,377.3,6.12,6.92,0.41,833,2.9,LOQ,2.7,"2,784",3.4,ND,0.0,A,P,1.22,1.54,1.54,0.051,0.032,0.021,94.5,0.0,0.0
PC572,Greensferry,Greensferry_Dry,GrbW,7/25/2017,Summer,Dry,1217,24,264.2,7.61,7.29,1.48,"17,185",4.2,"221,717",5.3,"327,212",5.5,ND,0.0,A,A,1.22,1.54,1.54,0.051,0.032,0.021,83.8,0.4,0.0
PC573,Burbank,Burbank_Dry,GrbW,7/25/2017,Summer,Dry,1238,24.2,162.5,7.78,7.33,2.12,743,2.9,"25,412",4.4,"10,905",4.0,ND,0.0,P,P,1.22,1.54,1.54,0.051,0.032,0.021,68.7,1.4,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
