Sample_ID,Site,site_season,Sample_Type,Sample_Date,Season,Wet_Dry_Season,Sample_Time,Temperature_C,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,pH,Turbidity_NTU,E_coli_MPN_100_mL,Log10_E_coli_MPN_100_ml,HF183MGB_GC_100_mL,Log_HF183MGB_GC_100_mL,E_Coli_GC_100_mL,Log_E_Coli_GC_100_mL,DG3_GC_100_mL,Log_DG3_GC_100_mL,Salmonella_presence_absence,Stx2_presence_absence,24_hr_Precipitation_in,48_hr_Precipitation_in,72_hr_Precipitation_in,Rain_Intensity_24_hr_prior_in_hr,Rain_Intensity_48_hr_prior_in_hr,Rain_Intensity_72_hr_prior_in_hr,Impervious_Percent,Forest_Percent,Grasslands_Percent
PC388,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,1/24/17,Winter,Wet,1140,11.2,128,8.77,7.73,24.6,343.00,2.5,0.00,0,0.00,2.7,0.00,0,1,0,0,0.65,1.88,0,0.014,0.026,47.8,21.3,0
PC390,Greensferry,Greensferry_Wet,GrbW,1/24/17,Winter,Wet,1043,16.78,290,8.71,7.09,4.15,17934.00,4.3,3973843.00,6.6,171159.00,5.2,15836.00,4.2,0,0,0,0.65,2.26,0,0.014,0.031,83.8,0.4,0
PC391,North Ave,North Ave_Wet,GrbW,1/24/17,Winter,Wet,1139,14.9,393,10.13,7.44,16.9,15192.00,4.2,2055054.00,6.3,81114.00,4.9,10277.00,4,1,0,0,0.65,1.8,0,0.014,0.025,77,1.2,0
PC392,North Ave CSO,North Ave CSO_Wet,GrbW,1/24/17,Winter,Wet,1123,13.19,1190,3.36,7.01,2.72,112.00,2.1,2249.00,3.4,1694.00,3.2,0.00,0,0,0,0,0.65,1.88,0,0.014,0.026,93.7,0.3,0
PC394,Hortense,Hortense_Wet,GrbW,1/24/17,Winter,Wet,1225,9.32,251,10.51,6.84,5.35,2356.00,3.4,255925.00,5.4,125900.00,5.1,0.00,0,0,0,0,0.65,1.27,0,0.014,0.018,77.3,4.1,0.2
PC395,Kerry Circle,Kerry Circle_Wet,GrbW,1/24/17,Winter,Wet,1310,13.32,272,9.6,7.53,10.56,5454.00,3.7,1297444.00,6.1,230296.00,5.4,0.00,3,0,0,0,0.65,1.08,0,0.014,0.015,69.7,8.6,1
PC396,James Jackson,James Jackson_Wet,GrbW,1/24/17,Winter,Wet,1215,11.33,227,10.34,7.06,9.97,1035.00,3,224534.00,5.4,55871.00,4.7,0.00,3,1,0,0,0.65,1.49,0,0.014,0.021,60.1,13.1,1
PC397,Northwest,Northwest_Wet,GrbW,1/24/17,Winter,Wet,1040,10.98,232,9.9,7.55,13,1571.00,3.2,243716.00,5.4,111831.00,5,0.00,3,0,0,0,0.65,2.26,0,0.014,0.031,59,13.9,0.9
PC399,Northwest,Northwest_Wet,GrbW,2/9/17,Winter,Wet,1043,11.5,111.6,9.86,7.29,34.2,6489.00,3.8,369027.00,5.6,47455.00,4.7,12396.00,4.1,1,1,0.17,0.84,0.86,0.007,0.018,0.012,59,13.9,0.9
PC400,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,2/9/17,Winter,Wet,1056,10.4,57.1,8.55,6.64,11.9,1406.00,3.1,0.00,0,56836.00,4.8,13313.00,4.1,0,0,0.17,0.84,0.86,0.007,0.018,0.012,47.8,21.3,0
PC401,James Jackson,James Jackson_Wet,GrbW,2/9/17,Winter,Wet,1109,11.4,92,9.19,7.19,34.8,6057.00,3.8,104882.00,5,103187.00,5,31537.00,4.5,1,0,0.17,0.84,0.86,0.007,0.018,0.012,60.1,13.1,1
PC402,Spring Street,Spring Street_Wet,GrbW,2/9/17,Winter,Wet,1125,11.2,88.2,9.57,7.31,23.8,2556.00,3.4,26040.00,4.4,51657.00,4.7,12975.00,4.1,1,1,0.17,0.84,0.86,0.007,0.018,0.012,41.8,21.9,0.7
PC403,Kerry Circle,Kerry Circle_Wet,GrbW,2/9/17,Winter,Wet,1139,11.5,134.6,9.11,7.26,35.6,4868.00,3.7,126792.00,5.1,91885.00,5,26562.00,4.4,1,1,0.17,0.84,0.86,0.007,0.018,0.012,69.7,8.6,1
PC407,Hortense,Hortense_Wet,GrbW,2/9/17,Winter,Wet,1218,12.1,93,10.18,7.38,37.3,3656.00,3.6,38781.00,4.6,43348.00,4.6,9283.00,4,1,1,0.17,0.84,0.86,0.007,0.018,0.012,77.3,4.1,0.2
PC408,Grove Park,Grove Park_Wet,GrbW,2/9/17,Winter,Wet,1227,11.1,96.3,10.92,7.53,13.4,1461.00,3.2,4958.00,3.7,19429.00,4.3,7836.00,3.9,1,1,0.17,0.84,0.86,0.007,0.018,0.012,48.8,11.2,0
PC409,North Ave,North Ave_Wet,GrbW,2/9/17,Winter,Wet,1239,14.4,158.1,10.73,7.57,22.2,25555.00,4.4,1399954.00,6.1,593323.00,5.8,14729.00,4.2,1,1,0.17,0.84,0.85,0.007,0.018,0.012,77,1.2,0
PC410,North Ave CSO,North Ave CSO_Wet,GrbW,2/9/17,Winter,Wet,1248,9.6,480.4,9.08,7.13,19.2,3786.00,3.6,2730.00,3.4,125245.00,5.1,8860.00,3.9,1,1,0.17,0.84,0.85,0.007,0.018,0.012,93.7,0.3,0
PC411,Lindsay Street,Lindsay Street_Wet,GrbW,2/9/17,Winter,Wet,1309,14.8,319.5,7.4,6.87,0.84,11164.00,4,1789.00,3.3,82296.00,4.9,0.00,0,1,1,0.17,0.84,0.85,0.007,0.018,0.012,94.5,0,0
PC412,Greensferry,Greensferry_Wet,GrbW,2/9/17,Winter,Wet,1322,14.8,199.5,8.76,7.25,5.23,18456.00,4.3,2598352.00,6.4,739940.00,5.9,0.00,0,1,1,0.17,0.84,0.85,0.007,0.018,0.012,83.8,0.4,0
PC413,Burbank,Burbank_Wet,GrbW,2/9/17,Winter,Wet,1334,12.5,103.4,10.1,7.35,41.6,32550.00,4.5,8668.00,3.9,98127.00,5,0.00,0,1,1,0.17,0.84,0.84,0.007,0.018,0.012,68.7,1.4,0
PC415,Northwest,Northwest_Wet,GrbW,2/22/17,Winter,Wet,1038,14.6,199.3,9.14,7.54,8.26,7787.00,3.9,3518.00,3.5,70195.00,4.8,0.00,0,1,0,0.32,0.32,0.32,0.013,0.007,0.004,59,13.9,0.9
PC416,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,2/22/17,Winter,Wet,1052,13.9,81.7,8.08,6.76,6.38,5931.00,3.8,0.00,0,45816.00,4.7,0.00,0,1,0,0.32,0.32,0.32,0.013,0.007,0.004,47.8,21.3,0
PC417,James Jackson,James Jackson_Wet,GrbW,2/22/17,Winter,Wet,1106,14.7,168.9,8.73,7.49,4.98,840.00,2.9,47285.00,4.7,31003.00,4.5,0.00,0,0,1,0.32,0.32,0.32,0.013,0.007,0.004,60.1,13.1,1
PC418,Spring Street,Spring Street_Wet,GrbW,2/22/17,Winter,Wet,1118,14.3,138.6,9.6,7.46,3.13,327.00,2.5,6722.00,3.8,15542.00,4.2,0.00,0,0,1,0.32,0.32,0.32,0.013,0.007,0.004,41.8,21.9,0.7
PC419,Kerry Circle,Kerry Circle_Wet,GrbW,2/22/17,Winter,Wet,1132,15.1,161.9,9.07,7.29,6.72,3507.00,3.5,865125.00,5.9,120184.00,5.1,7943.00,3.9,1,1,0.32,0.32,0.32,0.013,0.007,0.004,69.7,8.6,1
PC420,Hortense,Hortense_Wet,GrbW,2/22/17,Winter,Wet,1155,15.4,138.5,9.62,7.42,5.6,1086.00,3,86850.00,4.9,38781.00,4.6,0.00,0,0,1,0.32,0.32,0.32,0.013,0.007,0.004,77.3,4.1,0.2
PC421,Grove Park,Grove Park_Wet,GrbW,2/22/17,Winter,Wet,1207,13.7,138.4,10.77,7.78,2.29,1345.00,3.1,21048.00,4.3,23873.00,4.4,0.00,0,1,1,0.32,0.32,0.32,0.013,0.007,0.004,48.8,11.2,0
PC422,North Ave,North Ave_Wet,GrbW,2/22/17,Winter,Wet,1218,16.4,153.1,9.77,7.42,3.5,8993.00,4,706507.00,5.8,114189.00,5.1,0.00,3,0,1,0.32,0.32,0.32,0.013,0.007,0.004,77,1.2,0
PC423,North Ave CSO,North Ave CSO_Wet,GrbW,2/22/17,Winter,Wet,1228,14.3,314.5,7.88,7.38,18.4,11199.00,4,1563.00,3.2,117989.00,5.1,0.00,3,1,1,0.32,0.32,0.32,0.013,0.007,0.004,93.7,0.3,0
PC424,Lindsay Street,Lindsay Street_Wet,GrbW,2/22/17,Winter,Wet,1240,17.3,243,7.55,6.53,2.04,3032.00,3.5,134461.00,5.1,48153.00,4.7,0.00,0,0,0,0.32,0.32,0.32,0.013,0.007,0.004,94.5,0,0
PC425,Greensferry,Greensferry_Wet,GrbW,2/22/17,Winter,Wet,1251,16.9,207.1,8.1,7.13,2.55,10013.00,4,544716.00,5.7,115552.00,5.1,1773.00,3.2,0,0,0.32,0.32,0.32,0.013,0.007,0.004,83.8,0.4,0
PC426,Burbank,Burbank_Wet,GrbW,2/22/17,Winter,Wet,1301,15.9,125.1,10.62,7.4,3.85,1559.00,3.2,58391.00,4.8,34049.00,4.5,0.00,3,0,1,0.32,0.32,0.32,0.013,0.007,0.004,68.7,1.4,0
PC428,Northwest,Northwest_Wet,GrbW,3/8/17,Winter,Wet,1030,14.2,114.4,9.65,7.39,14.5,1787.00,3.3,93795.00,5,39593.00,4.6,32674.00,4.5,1,1,0.54,0.54,0.54,0.023,0.011,0.008,59,13.9,0.9
PC429,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,3/8/17,Winter,Wet,1045,13.6,72.3,8.44,6.65,12.7,2888.00,3.5,0.00,0,20702.00,4.3,0.00,0,1,0,0.54,0.54,0.54,0.023,0.011,0.008,47.8,21.3,0
PC430,James Jackson,James Jackson_Wet,GrbW,3/8/17,Winter,Wet,1104,14.2,108.8,9.84,7.28,15.5,1949.00,3.3,104956.00,5,34411.00,4.5,33542.00,4.5,1,1,0.54,0.54,0.54,0.023,0.011,0.008,60.1,13.1,1
PC431,Spring Street,Spring Street_Wet,GrbW,3/8/17,Winter,Wet,1119,14.6,107,10.36,7.41,8.62,2745.00,3.4,122846.00,5.1,48169.00,4.7,8351.00,3.9,0,1,0.54,0.54,0.54,0.023,0.011,0.008,41.8,21.9,0.7
PC432,Kerry Circle,Kerry Circle_Wet,GrbW,3/8/17,Winter,Wet,1132,15.1,125.9,8.94,7.39,15.1,2107.00,3.3,193755.00,5.3,44117.00,4.6,25623.00,4.4,1,1,0.54,0.54,0.54,0.023,0.011,0.008,69.7,8.6,1
PC433,Hortense,Hortense_Wet,GrbW,3/8/17,Winter,Wet,1148,15.3,120.4,10.06,7.38,11.8,1212.00,3.1,175381.00,5.2,37353.00,4.6,0.00,3,1,1,0.54,0.54,0.54,0.023,0.011,0.008,77.3,4.1,0.2
PC434,Grove Park,Grove Park_Wet,GrbW,3/8/17,Winter,Wet,1156,14.6,116.4,10.19,7.56,4.73,646.00,2.8,9276.00,4,5660.00,3.8,10638.00,4,1,1,0.54,0.54,0.54,0.023,0.011,0.008,48.8,11.2,0
PC435,North Ave,North Ave_Wet,GrbW,3/8/17,Winter,Wet,1208,17.8,218.3,10.08,7.59,5.57,5192.00,3.7,1880259.00,6.3,122157.00,5.1,9297.00,4,1,1,0.54,0.54,0.54,0.023,0.011,0.008,77,1.2,0
PC436,North Ave CSO,North Ave CSO_Wet,GrbW,3/8/17,Winter,Wet,1218,12.2,1084,6.55,7.26,10.5,4473.00,3.7,3002.00,3.5,52587.00,4.7,12539.00,4.1,1,0,0.54,0.54,0.54,0.023,0.011,0.008,93.7,0.3,0
PC437,Lindsay Street,Lindsay Street_Wet,GrbW,3/8/17,Winter,Wet,1231,18.8,331.6,8.47,6.79,0.95,222.00,2.3,7104.00,3.9,3981.00,3.6,0.00,0,0,0,0.54,0.54,0.54,0.023,0.011,0.008,94.5,0,0
PC438,Greensferry,Greensferry_Wet,GrbW,3/8/17,Winter,Wet,1243,16.6,210,8.63,7.23,5.53,13678.00,4.1,2488179.00,6.4,220447.00,5.3,0.00,0,0,0,0.54,0.54,0.54,0.023,0.011,0.008,83.8,0.4,0
PC439,Burbank,Burbank_Wet,GrbW,3/8/17,Winter,Wet,1256,16.4,118.7,9.7,7.41,8.86,3234.00,3.5,97980.00,5,65215.00,4.8,0.00,0,0,1,0.54,0.54,0.54,0.023,0.011,0.008,68.7,1.4,0
PC441,Northwest,Northwest_Wet,GrbW,3/21/17,Spring,Wet,1104,13.8,212.2,11.87,8.08,1.71,80.00,1.9,0.00,2.7,2271.00,3.4,0.00,0,0,0,0,0,0,0,0,0,59,13.9,0.9
PC443,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,3/21/17,Spring,Wet,1127,13.4,104.2,9.04,6.65,1.95,283.00,2.5,0.00,0,4370.00,3.6,0.00,0,0,0,0,0,0,0,0,0,47.8,21.3,0
PC444,James Jackson,James Jackson_Wet,GrbW,3/21/17,Spring,Wet,1142,13.7,208.1,10.81,7.83,1.52,87.00,1.9,0.00,2.7,2603.00,3.4,0.00,0,0,1,0,0,0,0,0,0,60.1,13.1,1
PC445,Spring Street,Spring Street_Wet,GrbW,3/21/17,Spring,Wet,1158,14.5,150.2,14.2,7.59,1.23,99.00,2,4652.00,3.7,3165.00,3.5,0.00,0,0,1,0,0,0,0,0,0,41.8,21.9,0.7
PC446,Kerry Circle,Kerry Circle_Wet,GrbW,3/21/17,Spring,Wet,1212,14.4,228.4,11.5,7.31,1.92,524.00,2.7,6290.00,3.8,5958.00,3.8,0.00,0,0,1,0,0,0,0,0,0,69.7,8.6,1
PC448,Hortense,Hortense_Wet,GrbW,3/21/17,Spring,Wet,1240,16.2,203.7,12.7,8.15,1.05,261.00,2.4,105410.00,5,9518.00,4,0.00,0,0,1,0,0,0,0,0,0,77.3,4.1,0.2
PC449,Grove Park,Grove Park_Wet,GrbW,3/21/17,Spring,Wet,1248,15.5,160.7,10.65,8.29,0.51,117.00,2.1,3867.00,3.6,2621.00,3.4,0.00,0,0,0,0,0,0,0,0,0,48.8,11.2,0
PC450,North Ave,North Ave_Wet,GrbW,3/21/17,Spring,Wet,1301,19.9,220.6,9.7,7.95,0.85,2651.00,3.4,563656.00,5.8,26903.00,4.4,8511.00,3.9,1,1,0,0,0,0,0,0,77,1.2,0
PC451,North Ave CSO,North Ave CSO_Wet,GrbW,3/21/17,Spring,Wet,1309,11.1,537,7.89,7.58,3.18,63.00,1.8,0.00,0,2174.00,3.3,0.00,0,1,0,0,0,0,0,0,0,93.7,0.3,0
PC452,Lindsay Street,Lindsay Street_Wet,GrbW,3/21/17,Spring,Wet,1324,21.6,350,11.94,6.97,0.23,268.00,2.4,0.00,2.7,3146.00,3.5,0.00,0,1,0,0,0,0,0,0,0,94.5,0,0
PC453,Greensferry,Greensferry_Wet,GrbW,3/21/17,Spring,Wet,1335,17.4,240.3,8.85,7.25,0.82,17341.00,4.2,5968540.00,6.8,195905.00,5.3,147344.00,5.2,0,1,0,0,0,0,0,0,83.8,0.4,0
PC454,Burbank,Burbank_Wet,GrbW,3/21/17,Spring,Wet,1348,17.9,156.1,11.66,7.82,1.45,247.00,2.4,28197.00,4.5,5811.00,3.8,0.00,0,0,1,0,0,0,0,0,0,68.7,1.4,0
PC456,James Jackson,James Jackson_Wet,GrbW,3/24/17,Spring,Wet,1305,15.9,190.5,12.4,8.35,1.96,93.00,2,0.00,2.7,0.00,2.7,0.00,0,0,1,0,0,0.25,0,0,0.003,60.1,13.1,1
PC462,James Jackson,James Jackson_Wet,GrbW,3/26/17,Spring,Wet,1730,NA,NA,NA,NA,7.13,4591.00,3.7,19285.00,4.3,18429.00,4.3,0.00,0,1,1,0.3,0.3,0.3,0.013,0.006,0.004,60.1,13.1,1
PC463,James Jackson,James Jackson_Wet,GrbW,3/27/17,Spring,Wet,1256,17.7,152.8,10.4,7.91,3.71,427.00,2.6,1779.00,3.3,5643.00,3.8,0.00,0,1,1,0,0.3,0.3,0,0.006,0.004,60.1,13.1,1
PC464,James Jackson,James Jackson_Wet,GrbW,4/3/17,Spring,Wet,1250,NA,NA,NA,NA,33.9,4295.00,3.6,0.00,2.7,46509.00,4.7,0.00,0,NA,NA,0.45,0.45,0.45,0.019,0.009,0.006,60.1,13.1,1
PC472,Northwest,Northwest_Wet,GrbW,4/4/17,Spring,Wet,1114,17.4,136.4,7.99,7.33,13.6,3743.00,3.6,142523.00,5.2,36315.00,4.6,8124.00,3.9,1,1,0.58,0.63,0.63,0.024,0.013,0.009,59,13.9,0.9
PC473,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,4/4/17,Spring,Wet,1127,17.1,86.1,6.69,6.57,15.9,347.00,2.5,0.00,0,6187.00,3.8,17418.00,4.2,1,0,0.58,0.63,0.63,0.024,0.013,0.009,47.8,21.3,0
PC474,James Jackson,James Jackson_Wet,GrbW,4/4/17,Spring,Wet,1155,17.7,132.7,7.35,7.32,14.1,3455.00,3.5,136297.00,5.1,50952.00,4.7,25516.00,4.4,1,1,0.41,0.63,0.63,0.017,0.013,0.009,60.1,13.1,1
PC475,Spring Street,Spring Street_Wet,GrbW,4/4/17,Spring,Wet,1228,18.7,144.1,8.08,7.37,7.87,7131.00,3.9,47763.00,4.7,27165.00,4.4,0.00,3,0,1,0.27,0.63,0.63,0.011,0.013,0.009,41.8,21.9,0.7
PC476,Kerry Circle,Kerry Circle_Wet,GrbW,4/4/17,Spring,Wet,1241,18.9,138.8,6.97,7.13,8.14,2198.00,3.3,49567.00,4.7,31116.00,4.5,17302.00,4.2,1,1,0.23,0.63,0.63,0.01,0.013,0.009,69.7,8.6,1
PC477,Hortense,Hortense_Wet,GrbW,4/4/17,Spring,Wet,1257,19.5,164.5,8.81,7.34,5.67,1479.00,3.2,313663.00,5.5,26433.00,4.4,37878.00,4.6,1,1,0.18,0.63,0.63,0.008,0.013,0.009,77.3,4.1,0.2
PC478,Grove Park,Grove Park_Wet,GrbW,4/4/17,Spring,Wet,1307,19.3,151.6,8.7,7.64,2.5,486.00,2.7,51117.00,4.7,5356.00,3.7,0.00,0,1,0,0.15,0.63,0.63,0.006,0.013,0.009,48.8,11.2,0
PC479,North Ave,North Ave_Wet,GrbW,4/4/17,Spring,Wet,1319,21.9,205.9,8.53,7.65,2.82,2260.00,3.4,686401.00,5.8,121482.00,5.1,29135.00,4.5,1,0,0.15,0.63,0.63,0.006,0.013,0.009,77,1.2,0
PC480,North Ave CSO,North Ave CSO_Wet,GrbW,4/4/17,Spring,Wet,1327,16.2,690,6.15,7.43,5.32,1171.00,3.1,0.00,2.7,20250.00,4.3,0.00,0,1,1,0.13,0.63,0.63,0.005,0.013,0.009,93.7,0.3,0
PC481,Lindsay Street,Lindsay Street_Wet,GrbW,4/4/17,Spring,Wet,1346,20.8,347,7.65,6.8,1.21,209.00,2.3,1054.00,3,3661.00,3.6,0.00,0,1,0,0.12,0.63,0.63,0.005,0.013,0.009,94.5,0,0
PC482,Greensferry,Greensferry_Wet,GrbW,4/4/17,Spring,Wet,1357,18.8,222.6,8.11,7.22,2.79,30729.00,4.5,4706727.00,6.7,457536.00,5.7,8852.00,3.9,0,0,0.11,0.63,0.63,0.005,0.013,0.009,83.8,0.4,0
PC483,Burbank,Burbank_Wet,GrbW,4/4/17,Spring,Wet,1407,20.1,147.8,7.91,7.34,3.31,1334.00,3.1,198751.00,5.3,39558.00,4.6,0.00,3,0,0,0.1,0.63,0.63,0.004,0.013,0.009,68.7,1.4,0
PC485,Lindsay Street,Lindsay Street_Wet,GrbW,4/11/17,Spring,Wet,1125,19.09,492,8.59,7,1.99,4989.00,3.7,13334.00,4.1,73276.00,4.9,0.00,0,1,0,0,0,0,0,0,0,94.5,0,0
PC486,Grove Park,Grove Park_Wet,GrbW,4/11/17,Spring,Wet,1205,17.07,261,9.68,7.58,2.95,290.00,2.5,4620.00,3.7,0.00,2.7,0.00,0,1,0,0,0,0,0,0,0,48.8,11.2,0
PC487,Spring Street,Spring Street_Wet,GrbW,4/11/17,Spring,Wet,1230,17.41,219,9.4,7.48,3.76,2237.00,3.3,10198.00,4,16623.00,4.2,0.00,0,0,1,0,0,0,0,0,0,41.8,21.9,0.7
PC489,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,4/11/17,Spring,Wet,1115,15,148,7.87,7.41,6.47,361.00,2.6,0.00,0,1634.00,3.2,0.00,0,1,0,0,0,0,0,0,0,47.8,21.3,0
PC491,Greensferry,Greensferry_Wet,GrbW,4/11/17,Spring,Wet,1020,18.08,381,8.04,6.83,2.93,9858.00,4,5382587.00,6.7,3039763.00,6.5,974332.00,6,0,0,0,0,0,0,0,0,83.8,0.4,0
PC492,North Ave,North Ave_Wet,GrbW,4/11/17,Spring,Wet,1040,17.28,320,9.49,7.03,2.23,1475.00,3.2,70681.00,4.8,21651.00,4.3,0.00,0,1,0,0,0,0,0,0,0,77,1.2,0
PC493,North Ave CSO,North Ave CSO_Wet,GrbW,4/11/17,Spring,Wet,1100,16.07,388,7.66,7.12,4.77,718.00,2.9,61966.00,4.8,18132.00,4.3,0.00,0,1,1,0,0,0,0,0,0,93.7,0.3,0
PC495,Hortense,Hortense_Wet,GrbW,4/11/17,Spring,Wet,1220,17.56,309,9.91,7.41,2.84,121.00,2.1,11464.00,4.1,2693.00,3.4,0.00,0,1,1,0,0,0,0,0,0,77.3,4.1,0.2
PC496,Kerry Circle,Kerry Circle_Wet,GrbW,4/11/17,Spring,Wet,1310,17.78,307,9.74,7.33,3.97,268.00,2.4,1300.00,3.1,2964.00,3.5,0.00,0,1,1,0,0,0,0,0,0,69.7,8.6,1
PC497,James Jackson,James Jackson_Wet,GrbW,4/11/17,Spring,Wet,1200,16.71,288,10.48,7.36,3.47,125.00,2.1,2701.00,3.4,1578.00,3.2,0.00,0,1,1,0,0,0,0,0,0,60.1,13.1,1
PC498,Northwest,Northwest_Wet,GrbW,4/11/17,Spring,Wet,1015,15.52,293,9.16,7.15,4.74,371.00,2.6,1716.00,3.2,3344.00,3.5,0.00,0,0,0,0,0,0,0,0,0,59,13.9,0.9
PC500,Burbank,Burbank_Wet,GrbW,4/11/17,Spring,Wet,1000,15.29,292,9.15,6.97,2.89,2052.00,3.3,77532.00,4.9,21340.00,4.3,0.00,0,0,1,0,0,0,0,0,0,68.7,1.4,0
PC501,Northwest,Northwest_Wet,GrbW,5/3/17,Spring,Wet,950,16.9,218.2,7.36,7.32,3.94,243.00,2.4,0.00,2.7,2908.00,3.5,0.00,0,1,1,0,0.18,0.31,0,0.004,0.004,59,13.9,0.9
PC503,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,5/3/17,Spring,Wet,1011,15.1,101.9,4.92,6.37,9.85,3813.00,3.6,0.00,2.7,41461.00,4.6,0.00,0,1,0,0,0.01,0.31,0,0,0.004,47.8,21.3,0
PC504,James Jackson,James Jackson_Wet,GrbW,5/3/17,Spring,Wet,1026,16.8,222.4,7.76,7.31,2.11,266.00,2.4,0.00,0,2198.00,3.3,0.00,0,1,1,0,0.01,0.31,0,0,0.004,60.1,13.1,1
PC505,Spring Street,Spring Street_Wet,GrbW,5/3/17,Spring,Wet,1039,16.7,184.7,6.43,7.21,2.22,1085.00,3,20537.00,4.3,7931.00,3.9,0.00,0,0,1,0,0.01,0.31,0,0,0.004,41.8,21.9,0.7
PC506,Kerry Circle,Kerry Circle_Wet,GrbW,5/3/17,Spring,Wet,1052,17.8,244.2,6.4,7.21,3.03,1042.00,3,0.00,0,5619.00,3.7,0.00,0,1,1,0,0.01,0.31,0,0,0.004,69.7,8.6,1
PC507,Hortense,Hortense_Wet,GrbW,5/3/17,Spring,Wet,1110,17.1,229.7,8.14,7.37,1.27,539.00,2.7,1547.00,3.2,2640.00,3.4,0.00,0,1,1,0,0.01,0.31,0,0,0.004,77.3,4.1,0.2
PC508,Grove Park,Grove Park_Wet,GrbW,5/3/17,Spring,Wet,1117,17.5,183.9,9.14,7.68,1.12,394.00,2.6,5860.00,3.8,3517.00,3.5,0.00,0,1,1,0,0.01,0.31,0,0,0.004,48.8,11.2,0
PC509,North Ave,North Ave_Wet,GrbW,5/3/17,Spring,Wet,1137,19.6,239.7,8.19,7.45,1.05,3692.00,3.6,204493.00,5.3,25274.00,4.4,0.00,0,1,0,0,0.01,0.31,0,0,0.004,77,1.2,0
PC510,North Ave CSO,North Ave CSO_Wet,GrbW,5/3/17,Spring,Wet,1145,15.1,517,5.83,7.61,1.83,573.00,2.8,0.00,0,6647.00,3.8,0.00,0,1,0,0,0.01,0.31,0,0,0.004,93.7,0.3,0
PC511,Lindsay Street,Lindsay Street_Wet,GrbW,5/3/17,Spring,Wet,1157,19.4,353.5,6.63,6.84,0.49,1014.00,3,6445.00,3.8,17160.00,4.2,0.00,0,0,0,0,0.01,0.31,0,0,0.004,94.5,0,0
PC512,Greensferry,Greensferry_Wet,GrbW,5/3/17,Spring,Wet,1208,19.9,258.6,7.69,7.17,1,23883.00,4.4,1351939.00,6.1,718835.00,5.9,0.00,0,0,0,0,0.01,0.31,0,0,0.004,83.8,0.4,0
PC513,Burbank,Burbank_Wet,GrbW,5/3/17,Spring,Wet,1220,17.7,156.8,8.13,7.23,1.12,750.00,2.9,65102.00,4.8,21988.00,4.3,0.00,0,1,1,0,0.01,0.31,0,0,0.004,68.7,1.4,0
PC515,Northwest,Northwest_Wet,GrbW,5/16/17,Spring,Wet,1044,20.8,245.3,7.2,7.42,2.45,503.00,2.7,0.00,0,6505.00,3.8,0.00,0,0,0,0,0,0.31,0,0,0.004,59,13.9,0.9
PC517,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,5/16/17,Spring,Wet,1108,17.2,134.3,1.24,5.59,3.7,2879.00,3.5,0.00,0,34300.00,4.5,0.00,0,1,0,0,0,0.31,0,0,0.004,47.8,21.3,0
PC518,James Jackson,James Jackson_Wet,GrbW,5/16/17,Spring,Wet,1123,21,253,8.14,7.45,1.8,546.00,2.7,0.00,0,5157.00,3.7,0.00,0,1,1,0,0,0.31,0,0,0.004,60.1,13.1,1
PC519,Spring Street,Spring Street_Wet,GrbW,5/16/17,Spring,Wet,1139,20.5,227.4,6.3,7.13,3.18,4262.00,3.6,47056.00,4.7,34792.00,4.5,0.00,0,0,0,0,0,0.31,0,0,0.004,41.8,21.9,0.7
PC520,Kerry Circle,Kerry Circle_Wet,GrbW,5/16/17,Spring,Wet,1154,22,281.2,6.22,7.06,4.58,1482.00,3.2,0.00,0,16161.00,4.2,0.00,0,1,1,0,0,0.31,0,0,0.004,69.7,8.6,1
PC521,Hortense,Hortense_Wet,GrbW,5/16/17,Spring,Wet,1214,21.7,287.2,8.3,7.37,1.65,982.00,3,2967.00,3.5,12533.00,4.1,0.00,0,0,1,0,0,0.31,0,0,0.004,77.3,4.1,0.2
PC522,Grove Park,Grove Park_Wet,GrbW,5/16/17,Spring,Wet,1226,21.8,188,9.07,8.37,2.07,20133.00,4.3,24114.00,4.4,222129.00,5.3,0.00,3,1,0,0,0,0.31,0,0,0.004,48.8,11.2,0
PC523,North Ave,North Ave_Wet,GrbW,5/16/17,Spring,Wet,1239,23.2,247.1,8.1,7.6,0.91,2777.00,3.4,113232.00,5.1,47789.00,4.7,0.00,0,1,0,0,0,0.31,0,0,0.004,77,1.2,0
PC524,North Ave CSO,North Ave CSO_Wet,GrbW,5/16/17,Spring,Wet,1248,17.1,648,0.95,6.82,4.81,50.00,1.7,0.00,0,0.00,2.7,0.00,0,0,1,0,0,0.31,0,0,0.004,93.7,0.3,0
PC525,Lindsay Street,Lindsay Street_Wet,GrbW,5/16/17,Spring,Wet,1310,20.7,361.1,5.7,6.7,1.17,859.00,2.9,148499.00,5.2,7070.00,3.8,0.00,0,1,1,0,0,0.31,0,0,0.004,94.5,0,0
