Sample_ID,Site,site_season,Sample_Type,Sample_Date,Season,Wet_Dry_Season,Sample_Time,Temperature_C,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,pH,Turbidity_NTU,E_coli_MPN_100_mL,Log10_E_coli_MPN_100_ml,HF183MGB_GC_100_mL,Log_HF183MGB_GC_100_mL,E_Coli_GC_100_mL,Log_E_Coli_GC_100_mL,DG3_GC_100_mL,Log_DG3_GC_100_mL,Salmonella_presence_absence,Stx2_presence_absence,24_hr_Precipitation_in,48_hr_Precipitation_in,72_hr_Precipitation_in,Rain_Intensity_24_hr_prior_in_hr,Rain_Intensity_48_hr_prior_in_hr,Rain_Intensity_72_hr_prior_in_hr,Impervious_Percent,Forest_Percent,Grasslands_Percent
PC35,Greensferry,Greensferry_Wet,GrbW,1/12/16,Winter,Wet,1100,15.63,299,8.9,7.1,0.9,2889.00,3.5,2219194.00,6.3,NA,NA,15253.00,4.2,0,0,0,0,0.27,0,0,0.004,83.8,0.4,0
PC36,North Ave,North Ave_Wet,GrbW,1/12/16,Winter,Wet,1145,11.48,272,10.89,7.34,1.4,26879.00,4.4,2594271.00,6.4,NA,NA,4970.00,3.7,0,0,0,0,0.27,0,0,0.004,77,1.2,0
PC37,North Ave CSO,North Ave CSO_Wet,GrbW,1/12/16,Winter,Wet,1205,8.54,646,12.19,6.87,1.4,68.00,1.8,3524.00,3.5,NA,NA,0.00,0,0,0,0,0,0.27,0,0,0.004,93.7,0.3,0
PC39,Hortense,Hortense_Wet,GrbW,1/12/16,Winter,Wet,1300,6.98,259,11.85,7.62,3.6,3015.00,3.5,675828.00,5.8,NA,NA,0.00,0,0,NA,0,0,0.3,0,0,0.004,77.3,4.1,0.2
PC40,Kerry Circle,Kerry Circle_Wet,GrbW,1/12/16,Winter,Wet,1115,5.02,277,11.76,7.36,4.5,1411.00,3.1,279416.00,5.4,NA,NA,0.00,0,1,0,0,0,0.3,0,0,0.004,69.7,8.6,1
PC41,James Jackson,James Jackson_Wet,GrbW,1/12/16,Winter,Wet,1230,4.54,258,12.87,7.53,2.9,880.00,2.9,292935.00,5.5,NA,NA,0.00,0,1,0,0,0,0.3,0,0,0.004,60.1,13.1,1
PC42,Northwest ,Northwest _Wet,GrbW,1/12/16,Winter,Wet,1010,3.77,279,12.05,6.95,3.4,3746.00,3.6,260210.00,5.4,NA,NA,0.00,0,0,0,0,0,0.3,0,0,0.004,59,13.9,0.9
PC44,Northwest,Northwest_Wet,GrbW,1/26/16,Winter,Wet,1011,6.5,178.3,11.7,6.35,NA,4072.00,3.6,142760.00,5.2,79114.00,4.9,0.00,0,1,0,0,0,0,0,0,0,59,13.9,0.9
PC45,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,1/26/16,Winter,Wet,1030,8.4,99.5,9.18,6.78,NA,679.00,2.8,45823.00,4.7,8986.00,4,0.00,0,0,0,0,0,0,0,0,0,47.8,21.3,0
PC46,James Jackson,James Jackson_Wet,GrbW,1/26/16,Winter,Wet,1041,6.8,166.2,11.09,6.7,NA,1427.00,3.2,167194.00,5.2,53930.00,4.7,0.00,0,1,0,0,0,0,0,0,0,60.1,13.1,1
PC47,Spring Street,Spring Street_Wet,GrbW,1/26/16,Winter,Wet,1100,7.2,114.9,10.51,6.95,NA,241.00,2.4,615023.00,5.8,15847.00,4.2,0.00,0,0,1,0,0,0,0,0,0,41.8,21.9,0.7
PC48,Kerry Circle,Kerry Circle_Wet,GrbW,1/26/16,Winter,Wet,1113,7.4,188.3,9.74,6.95,NA,1189.00,3.1,402015.00,5.6,49372.00,4.7,0.00,0,1,0,0,0,0,0,0,0,69.7,8.6,1
PC49,Hortense,Hortense_Wet,GrbW,1/26/16,Winter,Wet,1131,8.4,171.5,10.78,7.07,NA,2095.00,3.3,611263.00,5.8,28030.00,4.4,0.00,3,0,0,0,0,0,0,0,0,77.3,4.1,0.2
PC50,Grove Park,Grove Park_Wet,GrbW,1/26/16,Winter,Wet,1142,8,133.9,11.46,7.22,NA,123.00,2.1,7019.00,3.8,3916.00,3.6,0.00,0,0,1,0,0,0,0,0,0,48.8,11.2,0
PC52,North Ave,North Ave_Wet,GrbW,1/26/16,Winter,Wet,1201,12.7,199.8,10.25,7.3,NA,15391.00,4.2,2543898.00,6.4,288028.00,5.5,0.00,3,0,0,0,0,0,0,0,0,77,1.2,0
PC53,Lindsay Street,Lindsay Street_Wet,GrbW,1/26/16,Winter,Wet,1218,14.7,365,8.3,7.02,NA,2455.00,3.4,16837.00,4.2,16879.00,4.2,0.00,0,1,0,0,0,0,0,0,0,94.5,0,0
PC54,Greensferry,Greensferry_Wet,GrbW,1/26/16,Winter,Wet,1229,15.6,256.6,8.66,7.25,NA,19260.00,4.3,7239586.00,6.9,314651.00,5.5,2820.00,3.5,0,0,0,0,0,0,0,0,83.8,0.4,0
PC55,Burbank,Burbank_Wet,GrbW,1/26/16,Winter,Wet,1241,10,131,11.22,7.56,NA,3619.00,3.6,NA,NA,NA,NA,0.00,0,1,0,0,0,0,0,0,0,68.7,1.4,0
PC57,Northwest,Northwest_Wet,GrbW,2/9/16,Winter,Wet,1058,6,183.4,11.87,7.45,NA,1295.00,3.1,269543.00,5.4,24359.00,4.4,NA,NA,0,0,0,0,0,0,0,0,59,13.9,0.9
PC58,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,2/9/16,Winter,Wet,1108,7.8,101.7,8.66,7.35,NA,99.00,2,9835.00,4,4451.00,3.6,0.00,0,0,0,0,0,0,0,0,0,47.8,21.3,0
PC59,James Jackson,James Jackson_Wet,GrbW,2/9/16,Winter,Wet,1123,6,175,11.56,7.32,NA,973.00,3,219034.00,5.3,19843.00,4.3,0.00,0,0,0,0,0,0,0,0,0,60.1,13.1,1
PC60,Spring Street,Spring Street_Wet,GrbW,2/9/16,Winter,Wet,1140,6.5,113.9,11.48,7.41,NA,618.00,2.8,164345.00,5.2,19775.00,4.3,0.00,0,0,1,0,0,0,0,0,0,41.8,21.9,0.7
PC61,Kerry Circle,Kerry Circle_Wet,GrbW,2/9/16,Winter,Wet,1155,6.5,199.8,10.41,7.33,NA,505.00,2.7,166860.00,5.2,15875.00,4.2,0.00,0,1,0,0,0,0,0,0,0,69.7,8.6,1
PC62,Hortense,Hortense_Wet,GrbW,2/9/16,Winter,Wet,1217,7.2,180.9,11.27,7.51,NA,654.00,2.8,316283.00,5.5,18806.00,4.3,0.00,0,0,0,0,0,0,0,0,0,77.3,4.1,0.2
PC63,Grove Park,Grove Park_Wet,GrbW,2/9/16,Winter,Wet,1230,6.7,137.3,11.77,7.61,NA,232.00,2.4,19961.00,4.3,4932.00,3.7,0.00,0,1,1,0,0,0,0,0,0,48.8,11.2,0
PC65,North Ave,North Ave_Wet,GrbW,2/9/16,Winter,Wet,1256,11.1,202.5,10.57,7.63,NA,4254.00,3.6,5616550.00,6.7,104622.00,5,9598.00,4,0,0,0,0,0,0,0,0,77,1.2,0
PC66,Greensferry,Greensferry_Wet,GrbW,2/9/16,Winter,Wet,1311,14.8,265.5,8.07,7.4,NA,16794.00,4.2,16217453.00,7.2,373976.00,5.6,63215.00,4.8,0,0,0,0,0,0,0,0,83.8,0.4,0
PC67,Lindsay Street,Lindsay Street_Wet,GrbW,2/9/16,Winter,Wet,1324,11.9,34.1,8.07,7.3,NA,114.00,2.1,9057.00,4,4451.00,3.6,0.00,0,1,0,0,0,0,0,0,0,94.5,0,0
PC68,Burbank,Burbank_Wet,GrbW,2/9/16,Winter,Wet,1342,7.6,130.5,11.53,7.72,NA,712.00,2.9,109386.00,5,11836.00,4.1,0.00,0,0,1,0,0,0,0,0,0,68.7,1.4,0
PC70,Greensferry,Greensferry_Wet,GrbW,2/18/16,Winter,Wet,1100,NA,NA,NA,NA,NA,8600.00,3.9,6700307.00,6.8,516924.00,5.7,9458.00,4,0,0,0,0.03,0.92,0.042,0.023,0.016,83.8,0.4,0
PC71,Northwest,Northwest_Wet,GrbW,2/23/16,Winter,Wet,1120,13.4,91.4,9.05,7.93,NA,4618.00,3.7,82228.00,4.9,49178.00,4.7,4137.00,3.6,1,1,1.01,1.11,1.13,0.042,0.023,0.016,59,13.9,0.9
PC72,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,2/23/16,Winter,Wet,1131,13,44.9,9.36,7.41,NA,3193.00,3.5,2041.00,3.3,22416.00,4.4,0.00,3,0,0,1.01,1.11,1.13,0.042,0.023,0.016,47.8,21.3,0
PC73,James Jackson,James Jackson_Wet,GrbW,2/23/16,Winter,Wet,1145,13.4,87.2,9.54,7.55,NA,2343.00,3.4,41934.00,4.6,40560.00,4.6,4788.00,3.7,1,0,1.01,1.11,1.13,0.042,0.023,0.016,60.1,13.1,1
PC74,Spring Street,Spring Street_Wet,GrbW,2/23/16,Winter,Wet,1156,13.1,83,9.68,7.61,NA,2938.00,3.5,130451.00,5.1,93245.00,5,2738.00,3.4,0,1,1.02,1.12,1.14,0.043,0.023,0.016,41.8,21.9,0.7
PC75,Kerry Circle,Kerry Circle_Wet,GrbW,2/23/16,Winter,Wet,1210,13.6,93.8,8.26,7.61,NA,4758.00,3.7,102756.00,5,69175.00,4.8,11476.00,4.1,1,0,1.01,1.11,1.14,0.042,0.023,0.016,69.7,8.6,1
PC76,Hortense,Hortense_Wet,GrbW,2/23/16,Winter,Wet,1226,14,90.3,9.51,7.55,NA,8451.00,3.9,765545.00,5.9,95666.00,5,6694.00,3.8,1,1,1.01,1.11,1.14,0.042,0.023,0.016,77.3,4.1,0.2
PC77,Grove Park,Grove Park_Wet,GrbW,2/23/16,Winter,Wet,1235,13.2,93.9,9.9,7.47,NA,3269.00,3.5,230513.00,5.4,140237.00,5.1,2905.00,3.5,1,1,1.01,1.11,1.14,0.042,0.023,0.016,48.8,11.2,0
PC79,North Ave,North Ave_Wet,GrbW,2/23/16,Winter,Wet,1255,14.4,112,9.5,7.5,NA,10781.00,4,1374397.00,6.1,148014.00,5.2,7165.00,3.9,0,0,1.01,1.12,1.15,0.042,0.023,0.016,77,1.2,0
PC80,North Ave CSO,North Ave CSO_Wet,GrbW,2/23/16,Winter,Wet,1312,13.5,113.9,8.25,7.54,NA,1288.00,3.1,2914.00,3.5,27087.00,4.4,2357.00,3.4,0,0,1.01,1.13,1.16,0.042,0.024,0.016,93.7,0.3,0
PC81,Lindsay Street,Lindsay Street_Wet,GrbW,2/23/16,Winter,Wet,1322,15.3,246.6,7.12,7.01,NA,1118.00,3,7436.00,3.9,17328.00,4.2,0.00,3,0,0,1.01,1.13,1.16,0.042,0.024,0.016,94.5,0,0
PC82,Greensferry,Greensferry_Wet,GrbW,2/23/16,Winter,Wet,1335,14.9,594,9.05,7.16,NA,15420.00,4.2,9413933.00,7,211586.00,5.3,4289.00,3.6,0,0,1.01,1.13,1.16,0.042,0.024,0.016,83.8,0.4,0
PC83,Burbank,Burbank_Wet,GrbW,2/23/16,Winter,Wet,1345,13.9,104.8,9.69,7.57,NA,1715.00,3.2,47475.00,4.7,25592.00,4.4,3097.00,3.5,1,1,1.01,1.13,1.16,0.042,0.024,0.016,68.7,1.4,0
PC85,Northwest,Northwest_Wet,GrbW,3/8/16,Winter,Wet,1120,12.3,210.5,12.28,7.84,NA,568.00,2.8,4795.00,3.7,5463.00,3.7,0.00,0,0,1,0,0,0,0,0,0,59,13.9,0.9
PC86,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,3/8/16,Winter,Wet,1128,12.3,117.5,9.41,7.28,NA,133.00,2.1,0.00,0,11912.00,4.1,0.00,0,1,0,0,0,0,0,0,0,47.8,21.3,0
PC87,James Jackson,James Jackson_Wet,GrbW,3/8/16,Winter,Wet,1143,12.6,204.6,14.09,7.7,NA,181.00,2.3,10407.00,4,8068.00,3.9,0.00,0,0,1,0,0,0,0,0,0,60.1,13.1,1
PC88,Spring Street,Spring Street_Wet,GrbW,3/8/16,Winter,Wet,1155,12.7,139.7,11.76,7.86,NA,397.00,2.6,55730.00,4.7,12865.00,4.1,0.00,0,0,0,0,0,0,0,0,0,41.8,21.9,0.7
PC89,Kerry Circle,Kerry Circle_Wet,GrbW,3/8/16,Winter,Wet,1215,13.8,254.4,14.08,7.6,NA,188.00,2.3,12115.00,4.1,15044.00,4.2,0.00,0,0,1,0,0,0,0,0,0,69.7,8.6,1
PC90,Hortense,Hortense_Wet,GrbW,3/8/16,Winter,Wet,1228,14.2,212.3,12.53,7.83,NA,559.00,2.7,69382.00,4.8,27847.00,4.4,0.00,0,0,0,0,0,0,0,0,0,77.3,4.1,0.2
PC91,Grove Park,Grove Park_Wet,GrbW,3/8/16,Winter,Wet,1238,13.9,162.5,11.16,7.84,NA,462.00,2.7,7235.00,3.9,19561.00,4.3,0.00,3,0,0,0,0,0,0,0,0,48.8,11.2,0
PC93,North Ave,North Ave_Wet,GrbW,3/8/16,Winter,Wet,1254,18,231.1,11.29,8.35,NA,10209.00,4,362829.00,5.6,221897.00,5.3,0.00,0,1,0,0,0,0,0,0,0,77,1.2,0
PC94,Lindsay Street,Lindsay Street_Wet,GrbW,3/8/16,Winter,Wet,1311,18.1,390,9.25,7.32,NA,514.00,2.7,5973.00,3.8,4183.00,3.6,0.00,0,1,0,0,0,0,0,0,0,94.5,0,0
PC95,Greensferry,Greensferry_Wet,GrbW,3/8/16,Winter,Wet,1322,16.5,257.6,8.99,7.36,NA,16574.00,4.2,1271870.00,6.1,578661.00,5.8,0.00,3,0,0,0,0,0,0,0,0,83.8,0.4,0
PC96,Burbank,Burbank_Wet,GrbW,3/8/16,Winter,Wet,1332,16.4,158.7,12.56,8.09,NA,510.00,2.7,5537.00,3.7,6685.00,3.8,0.00,0,0,1,0,0,0,0,0,0,68.7,1.4,0
PC100,James Jackson,James Jackson_Wet,GrbW,3/22/16,Spring,Wet,1145,10.4,203.8,12.48,NA,1.78,621.00,2.8,32847.00,4.5,35569.00,4.6,0.00,0,0,1,0,0,0,0,0,0,60.1,13.1,1
PC101,Spring Street,Spring Street_Wet,GrbW,3/22/16,Spring,Wet,1200,11.2,118.8,14.02,NA,3.85,178.00,2.3,51230.00,4.7,21045.00,4.3,0.00,0,0,0,0,0,0,0,0,0,41.8,21.9,0.7
PC102,Kerry Circle,Kerry Circle_Wet,GrbW,3/22/16,Spring,Wet,1215,11.3,244.5,14.21,NA,2.09,301.00,2.5,28948.00,4.5,23400.00,4.4,0.00,0,0,0,0,0,0,0,0,0,69.7,8.6,1
PC103,Hortense,Hortense_Wet,GrbW,3/22/16,Spring,Wet,1230,11.9,194.4,12.8,NA,1.2,363.00,2.6,65487.00,4.8,27326.00,4.4,0.00,0,0,0,0,0,0,0,0,0,77.3,4.1,0.2
PC104,Grove Park,Grove Park_Wet,GrbW,3/22/16,Spring,Wet,1239,11.9,153.2,11.4,NA,1.84,366.00,2.6,4562.00,3.7,11419.00,4.1,0.00,0,1,1,0,0,0,0,0,0,48.8,11.2,0
PC106,North Ave,North Ave_Wet,GrbW,3/22/16,Spring,Wet,1300,17.3,230.8,9.86,NA,1.36,1275.00,3.1,554371.00,5.7,141183.00,5.1,16392.00,4.2,0,0,0,0,0,0,0,0,77,1.2,0
PC107,North Ave CSO,North Ave CSO_Wet,GrbW,3/22/16,Spring,Wet,1309,9,452,11.38,NA,0.75,154.00,2.2,0.00,0,0.00,0,0.00,0,NA,NA,0,0,0,0,0,0,93.7,0.3,0
PC108,Lindsay Street,Lindsay Street_Wet,GrbW,3/22/16,Spring,Wet,1322,17.6,369.3,8.83,NA,5.92,458.00,2.7,27455.00,4.4,20658.00,4.3,0.00,0,1,1,0,0,0,0,0,0,94.5,0,0
PC109,Greensferry,Greensferry_Wet,GrbW,3/22/16,Spring,Wet,1333,17.2,260.1,7.33,NA,1.73,9974.00,4,3779528.00,6.6,537135.00,5.7,19470.00,4.3,0,1,0,0,0,0,0,0,83.8,0.4,0
PC110,Burbank,Burbank_Wet,GrbW,3/22/16,Spring,Wet,1345,14.8,147.7,13.03,NA,0.84,860.00,2.9,34544.00,4.5,17776.00,4.2,0.00,0,0,0,0,0,0,0,0,0,68.7,1.4,0
PC98,Northwest,Northwest_Wet,GrbW,3/22/16,Spring,Wet,1116,10.3,210.5,13.18,NA,1.66,609.00,2.8,17970.00,4.3,13184.00,4.1,0.00,0,0,0,0,0,0,0,0,0,59,13.9,0.9
PC99,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,3/22/16,Spring,Wet,1130,11.6,116.2,9.19,NA,6.07,271.00,2.4,643.00,2.8,19596.00,4.3,0.00,0,0,0,0,0,0,0,0,0,47.8,21.3,0
PC112,Burbank,Burbank_Wet,GrbW,4/6/16,Spring,Wet,1155,12.81,208,9.91,7.32,2.2,5848.00,3.8,174170.00,5.2,39586.00,4.6,0.00,0,0,1,0,0,0,0,0,0,68.7,1.4,0
PC113,Greensferry,Greensferry_Wet,GrbW,4/6/16,Spring,Wet,1130,16.75,309,7.84,7.23,1.5,23155.00,4.4,3495779.00,6.5,233383.00,5.4,1484.00,3.2,0,0,0,0,0,0,0,0,83.8,0.4,0
PC114,North Ave,North Ave_Wet,GrbW,4/6/16,Spring,Wet,1145,15.94,261,10.07,7.67,2.9,11787.00,4.1,3181019.00,6.5,251257.00,5.4,1379.00,3.1,0,0,0,0,0,0,0,0,77,1.2,0
PC115,North Ave CSO,North Ave CSO_Wet,GrbW,4/6/16,Spring,Wet,1215,14.4,571,3.08,7.03,1.1,79.00,1.9,0.00,0,0.00,0,0.00,0,0,1,0,0,0,0,0,0,93.7,0.3,0
PC117,Hortense,Hortense_Wet,GrbW,4/6/16,Spring,Wet,950,12.32,257,9.43,7.3,2,643.00,2.8,51534.00,4.7,11291.00,4.1,0.00,0,1,1,0,0,0,0,0,0,77.3,4.1,0.2
PC118,Kerry Circle,Kerry Circle_Wet,GrbW,4/6/16,Spring,Wet,1030,12.66,340,10.27,7.52,4,1028.00,3,20007.00,4.3,12384.00,4.1,0.00,0,0,1,0,0,0,0,0,0,69.7,8.6,1
PC119,James Jackson,James Jackson_Wet,GrbW,4/6/16,Spring,Wet,1135,13.22,286,11.43,7.8,1.9,421.00,2.6,10565.00,4,6495.00,3.8,0.00,0,0,1,0,0,0,0,0,0,60.1,13.1,1
PC120,Northwest,Northwest_Wet,GrbW,4/6/16,Spring,Wet,1030,12.88,305,10.72,7.66,2.3,316.00,2.5,11869.00,4.1,6167.00,3.8,0.00,0,1,0,0,0,0,0,0,0,59,13.9,0.9
PC121,Lindsay Street,Lindsay Street_Wet,GrbW,4/6/16,Spring,Wet,1215,15.92,441,9.03,6.9,0.7,242.00,2.4,4223.00,3.6,3795.00,3.6,0.00,0,1,1,0,0,0,0,0,0,94.5,0,0
PC122,Grove Park,Grove Park_Wet,GrbW,4/6/16,Spring,Wet,1015,11.85,210,10.6,7.64,1.7,572.00,2.8,6844.00,3.8,12768.00,4.1,0.00,0,0,1,0,0,0,0,0,0,48.8,11.2,0
PC123,Spring Street,Spring Street_Wet,GrbW,4/6/16,Spring,Wet,1145,13.17,169,10.45,7.48,3,529.00,2.7,40585.00,4.6,10706.00,4,0.00,0,0,1,0,0,0,0,0,0,41.8,21.9,0.7
PC125,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,4/6/16,Spring,Wet,1115,12.89,170,8.62,7.08,3.7,906.00,3,0.00,2.7,8454.00,3.9,0.00,0,1,0,0,0,0,0,0,0,47.8,21.3,0
PC128,Northwest,Northwest_Wet,GrbW,4/20/16,Spring,Wet,1040,17.2,261.1,9.96,7.77,2.6,860.00,2.9,21616.00,4.3,11575.00,4.1,0.00,0,1,0,0,0,0,0,0,0,59,13.9,0.9
PC129,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,4/20/16,Spring,Wet,1051,15.4,124.1,7.49,6.82,5,956.00,3,0.00,2.7,11043.00,4,0.00,0,0,1,0,0,0,0,0,0,47.8,21.3,0
PC130,James Jackson,James Jackson_Wet,GrbW,4/20/16,Spring,Wet,1106,17.3,249.5,12.08,8.03,2.3,2424.00,3.4,7042.00,3.8,19295.00,4.3,0.00,0,1,0,0,0,0,0,0,0,60.1,13.1,1
PC131,Spring Street,Spring Street_Wet,GrbW,4/20/16,Spring,Wet,1125,17.2,152.8,9.1,7.59,2.4,230.00,2.4,28772.00,4.5,3299.00,3.5,0.00,0,0,0,0,0,0,0,0,0,41.8,21.9,0.7
PC132,Kerry Circle,Kerry Circle_Wet,GrbW,4/20/16,Spring,Wet,1141,17.9,283.4,8.85,7.61,2.7,1172.00,3.1,38691.00,4.6,24087.00,4.4,0.00,0,0,0,0,0,0,0,0,0,69.7,8.6,1
PC133,Hortense,Hortense_Wet,GrbW,4/20/16,Spring,Wet,1208,18.3,242.4,9.7,7.57,2.1,307.00,2.5,13187.00,4.1,8171.00,3.9,0.00,0,1,0,0,0,0,0,0,0,77.3,4.1,0.2
PC134,Grove Park,Grove Park_Wet,GrbW,4/20/16,Spring,Wet,1220,17.8,179.6,9.15,7.76,1.7,455.00,2.7,5696.00,3.8,8113.00,3.9,0.00,0,1,1,0,0,0,0,0,0,48.8,11.2,0
PC136,North Ave,North Ave_Wet,GrbW,4/20/16,Spring,Wet,1245,21.4,503,8.84,7.81,1.6,1130.00,3.1,355290.00,5.6,17958.00,4.3,0.00,3,1,1,0,0,0,0,0,0,77,1.2,0
PC137,North Ave CSO,North Ave CSO_Wet,GrbW,4/20/16,Spring,Wet,1303,15,507,7.65,7.55,5.8,11.00,1,0.00,0,561.00,2.7,0.00,0,0,0,0,0,0,0,0,0,93.7,0.3,0
PC138,Lindsay Street,Lindsay Street_Wet,GrbW,4/20/16,Spring,Wet,1316,20,373.7,7.09,6.88,1.2,1415.00,3.2,9536.00,4,14963.00,4.2,0.00,0,1,1,0,0,0,0,0,0,94.5,0,0
PC139,Greensferry,Greensferry_Wet,GrbW,4/20/16,Spring,Wet,1329,18.4,275.2,6.9,7.16,1.6,8333.00,3.9,2709951.00,6.4,101455.00,5,18028.00,4.3,0,0,0,0,0,0,0,0,83.8,0.4,0
PC140,Burbank,Burbank_Wet,GrbW,4/20/16,Spring,Wet,1343,20,172.6,8.36,7.47,2,1895.00,3.3,77534.00,4.9,22679.00,4.4,0.00,0,1,1,0,0,0,0,0,0,68.7,1.4,0
PC142,Northwest,Northwest_Wet,GrbW,5/3/16,Spring,Wet,955,20.4,219.5,7.14,7.46,5.7,800.00,2.9,0.00,2.7,7015.00,3.8,0.00,0,1,1,0.02,0.04,0.5,0.001,0.001,0.007,59,13.9,0.9
PC143,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,5/3/16,Spring,Wet,1022,18.4,119.5,5.65,6.94,3.3,1062.00,3,0.00,0,11709.00,4.1,0.00,0,1,0,0.02,0.04,0.5,0.001,0.001,0.007,47.8,21.3,0
PC144,James Jackson,James Jackson_Wet,GrbW,5/3/16,Spring,Wet,1035,20.5,211.4,7.58,7.45,4.6,1406.00,3.1,29066.00,4.5,20957.00,4.3,0.00,0,1,1,0.02,0.04,0.5,0.001,0.001,0.007,60.1,13.1,1
PC145,Spring Street,Spring Street_Wet,GrbW,5/3/16,Spring,Wet,1053,19.8,153.7,7.98,7.49,4.3,1463.00,3.2,119054.00,5.1,25058.00,4.4,0.00,0,0,1,0.02,0.04,0.5,0.001,0.001,0.007,41.8,21.9,0.7
PC146,Kerry Circle,Kerry Circle_Wet,GrbW,5/3/16,Spring,Wet,1108,20.6,224.8,5.97,7.26,5.3,2861.00,3.5,9908.00,4,26318.00,4.4,0.00,0,1,1,0.02,0.04,0.5,0.001,0.001,0.007,69.7,8.6,1
PC147,Hortense,Hortense_Wet,GrbW,5/3/16,Spring,Wet,1125,20.2,215.3,7.08,7.33,3.8,662.00,2.8,24485.00,4.4,10238.00,4,0.00,0,1,1,0.02,0.04,0.5,0.001,0.001,0.007,77.3,4.1,0.2
PC148,Grove Park,Grove Park_Wet,GrbW,5/3/16,Spring,Wet,1137,19.5,182.9,8.45,7.59,3.5,438.00,2.6,6723.00,3.8,6273.00,3.8,0.00,0,1,0,0.02,0.04,0.5,0.001,0.001,0.007,48.8,11.2,0
PC150,North Ave,North Ave_Wet,GrbW,5/3/16,Spring,Wet,1158,20.7,416.2,7.75,7.52,5.1,14829.00,4.2,581913.00,5.8,73651.00,4.9,0.00,3,1,1,0.02,0.04,0.5,0.001,0.001,0.007,77,1.2,0
PC151,North Ave CSO,North Ave CSO_Wet,GrbW,5/3/16,Spring,Wet,1205,18.5,489.4,2.35,7.07,2.4,378.00,2.6,0.00,2.7,5698.00,3.8,0.00,0,NA,NA,0.02,0.04,0.5,0.001,0.001,0.007,93.7,0.3,0
PC152,Lindsay Street,Lindsay Street_Wet,GrbW,5/3/16,Spring,Wet,1218,19.1,359,6.52,6.91,2.9,1689.00,3.2,0.00,2.7,9327.00,4,0.00,0,1,1,0.02,0.04,0.5,0.001,0.001,0.007,94.5,0,0
PC153,Greensferry,Greensferry_Wet,GrbW,5/3/16,Spring,Wet,1230,19.7,269.7,5.92,7.07,3.4,17041.00,4.2,4142208.00,6.6,405859.00,5.6,11606.00,4.1,0,1,0.02,0.04,0.5,0.001,0.001,0.007,83.8,0.4,0
PC154,Burbank,Burbank_Wet,GrbW,5/3/16,Spring,Wet,1242,20.1,174.6,6.66,7.23,6,2022.00,3.3,115689.00,5.1,27740.00,4.4,0.00,0,1,0,0.02,0.04,0.5,0.001,0.001,0.007,68.7,1.4,0
PC158,Northwest,Northwest_Wet,GrbW,5/17/16,Spring,Wet,1100,18.2,162.6,7.42,7.57,39.1,12499.00,4.1,10576.00,4,194631.00,5.3,6381.00,3.8,1,0,0.73,0.73,0.73,0.03,0.015,0.01,59,13.9,0.9
PC159,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,5/17/16,Spring,Wet,1108,18.5,39.4,7.74,7.14,21.4,6271.00,3.8,0.00,0,88180.00,4.9,0.00,3,1,0,0.74,0.74,0.74,0.031,0.015,0.01,47.8,21.3,0
PC160,James Jackson,James Jackson_Wet,GrbW,5/17/16,Spring,Wet,1121,18.2,156.7,7.57,7.34,32.8,7906.00,3.9,283426.00,5.5,155430.00,5.2,5687.00,3.8,1,0,0.74,0.74,0.74,0.031,0.015,0.01,60.1,13.1,1
PC161,Spring Street,Spring Street_Wet,GrbW,5/17/16,Spring,Wet,1136,17.8,93.8,8.07,7.37,46.2,7726.00,3.9,244667.00,5.4,155988.00,5.2,16051.00,4.2,1,0,0.74,0.74,0.74,0.031,0.015,0.01,41.8,21.9,0.7
PC162,Kerry Circle,Kerry Circle_Wet,GrbW,5/17/16,Spring,Wet,1152,18.8,110.5,7.36,7.29,23.9,8623.00,3.9,137452.00,5.1,97275.00,5,0.00,3,1,0,0.74,0.74,0.74,0.031,0.015,0.01,69.7,8.6,1
PC163,Hortense,Hortense_Wet,GrbW,5/17/16,Spring,Wet,1211,19.3,102.3,7.89,7.23,24.9,19330.00,4.3,1497842.00,6.2,504035.00,5.7,36189.00,4.6,1,0,0.74,0.74,0.74,0.031,0.015,0.01,77.3,4.1,0.2
PC164,Grove Park,Grove Park_Wet,GrbW,5/17/16,Spring,Wet,1222,18.2,94.5,8.21,7.24,19.9,14140.00,4.2,156320.00,5.2,188070.00,5.3,7558.00,3.9,1,0,0.74,0.74,0.74,0.031,0.015,0.01,48.8,11.2,0
PC166,North Ave,North Ave_Wet,GrbW,5/17/16,Spring,Wet,1239,19.8,93.3,8.05,7.23,23.7,15452.00,4.2,1874661.00,6.3,224752.00,5.4,11971.00,4.1,1,0,0.74,0.74,0.74,0.031,0.015,0.01,77,1.2,0
